cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cAMINOCP_NJRS,cAMOXCP_NJRS,cBENZPENINJ_NJRS,cCAPTOCP_NJRS,cCHLORCP_NJRS,cCOTRIMCP_NJRS,cFAFCP_NJRS,cGENTAINJ_NJRS,cHYDROCHLCP_NJRS,cIBUCP_NJRS,cMETOCLOCP_NJRS,cPARACETCP_NJRS,cMETRONCP_NJRS,cPHENOCP_NJRS,cSRO_NJRS
2015,110222,110242050,08,21,,,,,,,,,,,,,,,
2015,110222,110242050,09,21,,,,,,,,,,,,,,,
2015,110222,110242050,10,21,,,,,,,,,,,,,,,
2015,110222,110242050,11,21,,,,,,,,,,,,,,,
2015,110222,110242050,12,21,,,,,,,,,,,,,,,
2015,110222,110242051,08,21,,,,,,,,,,,,,,,
2015,110222,110242051,09,21,,,,,,,,,,,,,,,
2015,110222,110242051,10,21,,,,,,,,,,,,,,,
2015,110222,110242051,11,21,,,,,,,,,,,,,,,
2015,110222,110243052,08,21,,,,,,,,,,,,,,,
2015,110222,110243052,09,21,,,,,,,,,,,,,,,
2015,110222,110243052,10,21,,,,,,,,,,,,,,,
2015,110222,110243052,11,21,,,,,,,,,,,,,,,
2015,110222,110243052,12,21,,,,,,,,,,,,,,,
2015,110222,110243053,04,21,,,,,,,,,,,,,,,
2015,110222,110243053,05,21,,,,,,,,,,,,,,,
2015,110222,110243053,06,21,,,,,,,,,,,,,,,
2015,110222,110243053,07,21,,,,,,,,,,,,,,,
2015,110222,110243053,08,21,,,,,,,,,,,,,,,
2015,110222,110243053,09,21,,,,,,,,,,,,,,,
2015,110222,110243053,10,21,,,,,,,,,,,,,,,
2015,110222,110243053,11,21,,,,,,,,,,,,,,,
2015,110223,110241054,04,21,,,,,,,,,,,,,,,
2015,110223,110241054,05,21,,,,,,,,,,,,,,,
2015,110223,110241054,06,21,,,,,,,,,,,,,,,
2015,110223,110241054,07,21,,,,,,,,,,,,,,,
2015,110223,110241054,08,21,,,,,,,,,,,,,,,
2015,110223,110241054,09,21,,,,,,,,,,,,,,,
2015,110223,110241054,10,21,,,,,,,,,,,,,,,
2015,110223,110241054,11,21,,,,,,,,,,,,,,,
2015,110223,110241054,12,21,,,,,,,,,,,,,,,
2015,110224,110241055,04,21,,,,,,,,,,,,,,30,
2015,110224,110241055,05,21,0,,,,,,,,30,,,,,30,
2015,110224,110241055,06,21,,,,,,,,,,,,,,30,
2015,110224,110241055,07,21,,,,,,,,,,,,,,,
2015,110224,110241055,08,21,,,,,,0,,,,,,,,,
2015,110224,110241055,09,21,,,,,,,,,,,,,,,
2015,110224,110241055,10,21,,,,,,,,,,,,,,,
2015,110224,110241055,11,21,,,,,,,,,,,,,,,
2015,110224,110241055,12,21,,,,,,,,,,,,,,,
2015,110225,110241056,04,21,,,,,,,,,,,,,,,
2015,110225,110241056,05,21,,,,,,,,,,,,,,,
2015,110225,110241056,06,21,,,,,,,30,,,,,,,30,
2015,110225,110241056,07,21,,,,,,,,,,,,,,,
2015,110225,110241056,08,21,0,,,,,,,,,,,,,,
2015,110225,110241056,09,21,,,,,30,,,,,,,,,,30
2015,110225,110241056,10,21,,,,15,,,,,,,,,,,
2015,110225,110241056,11,21,,,,,,,,,,,,,,,
2015,110225,110241056,12,21,,,,,,,15,,,,,,,15,
2015,110225,110242057,07,21,,,,,,,,,,,,,,,
2015,110225,110242057,08,21,,,,,,,,,,,,,,,
2015,110225,110242057,09,21,,,,,,,,,,,,,,,
2015,110225,110242057,10,21,,,,,,,,,,,,,,,
2015,110225,110242057,11,21,,,,,,,,,,,,,,,
2015,110225,110242057,12,21,,,,,,,,,,,,,,,
2015,110225,110242062,08,21,,,,,,,,,,,,,,,
2015,110225,110242062,09,21,,,,,,,,,,,,,,,
2015,110225,110242062,10,21,,,,,,,,,,,,,,,
2015,110225,110242062,11,21,,,,,,,,,,,,,,,
2015,110225,110242062,12,21,,,,,,,,,,,,,,,
2015,110225,110243059,08,21,,,,,,,,,,,,,,,
2015,110225,110243059,09,21,,,,,,,,,,,,,,,
2015,110225,110243059,10,21,,,,,,,,,,,,,,,
2015,110225,110243059,11,21,,,,,,,,,,,,,,,
2015,110225,110243059,12,21,,,,,,,,,,,,,,,
2015,110225,110243060,07,21,,,,,,,,,,,,,,,
2015,110225,110243060,08,21,,,,,,,,,,,,,,,
2015,110225,110243060,09,21,,,,,,,,,,,,,,,
