cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cType,cCode,c$_0014j_M,c$_0014j_F,c$_1517a_M,c$_1517a_F,c$_1824a_M,c$_1824a_F,c$_2559a_M,c$_2559a_F,c$_6099a_M,c$_6099a_F,c$_REF_M,c$_REF_F,c$_Tot_M,c$_Tot_F,c$_Tot_NC
2017,110316,110343019,12,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,110316,110343019,12,21,50,VICTAC,0,0,0,0,2,1,0,0,0,0,1,,2,1,3
2017,110316,110343019,12,21,50,VICTAT,,,,,1,,,,,,,,1,,1
2017,110316,110343019,12,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,110307,110343056,12,21,50,AUTVICTRAU,,,,,,,,,,,,,,,
2017,110307,110343056,12,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,110307,110343056,12,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,110307,110343056,12,21,50,VICTAC,,,,,,,,,,,,,,,
2017,110307,110343056,12,21,50,VICTAT,,,,,,,,,,,,,,,
2017,110307,110343056,12,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,110302,110343010,12,21,50,AUTVICTRAU,,,,,,,1,1,,,,,1,1,2
2017,110302,110343010,12,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,110302,110343010,12,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,110302,110343010,12,21,50,VICTAC,,,,,,,,,,,,,,,
2017,110302,110343010,12,21,50,VICTAT,,,,,,,,,,,,,,,
2017,110302,110343010,12,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,02,21,50,AUTVICTRAU,,,,,2,,,,,,,,2,,2
2017,320209,320251029,02,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,02,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,02,21,50,VICTAC,,,,,,,,,,,,,,,
2017,320209,320251029,02,21,50,VICTAT,,,,,,,3,,,,,,3,,3
2017,320209,320251029,02,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,04,21,50,AUTVICTRAU,,,1,1,1,,,,1,,,,3,1,4
2017,320209,320251029,04,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,04,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,04,21,50,VICTAC,,,,,,,,,,,,,,,
2017,320209,320251029,04,21,50,VICTAT,,,,,,,,,,,,,,,
2017,320209,320251029,04,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,05,21,50,AUTVICTRAU,,,,,,,,,,,,,,,
2017,320209,320251029,05,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,05,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,05,21,50,VICTAC,,,,,,,,,,,,,,,
2017,320209,320251029,05,21,50,VICTAT,,,,,,,,,,,,,,,
2017,320209,320251029,05,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,07,21,50,AUTVICTRAU,,,,,,,1,1,,,,,1,1,2
2017,320209,320251029,07,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,07,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,07,21,50,VICTAC,,,,,,,,,,,,,,,
2017,320209,320251029,07,21,50,VICTAT,,,,,,,,,,,,,,,
2017,320209,320251029,07,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,08,21,50,AUTVICTRAU,,,,,,,,,,,,,,,
2017,320209,320251029,08,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,08,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,08,21,50,VICTAC,,,,,,,,,,,,,,,
2017,320209,320251029,08,21,50,VICTAT,,,,,,,,,,,,,,,
2017,320209,320251029,08,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,12,21,50,AUTVICTRAU,,,1,,1,,,,,,,,2,,2
2017,320209,320251029,12,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,12,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,12,21,50,VICTAC,,,,,,,,,,,,,,,
2017,320209,320251029,12,21,50,VICTAT,,,,,,,,,,,,,,,
2017,320209,320251029,12,21,50,VIOLSEX,,,,,,,,,,,,,,,
2017,320209,320251029,01,21,50,AUTVICTRAU,,,,,,,2,,,,,,2,,2
2017,320209,320251029,01,21,50,AUTVIOL,,,,,,,,,,,,,,,
2017,320209,320251029,01,21,50,SUICIDE,,,,,,,,,,,,,,,
2017,320209,320251029,01,21,50,VICTAC,,,,,,,3,,,,,,3,,3
2017,320209,320251029,01,21,50,VICTAT,,,,,1,,,,,,,,1,,1
2017,320209,320251029,01,21,50,VIOLSEX,,,,,,,,,,,,,,,
