cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cEJVVM_0609a,cEJVVM_1014a,cEJVVM_1524a,cEJVVM_TOTAL,cEJPBSAN_0609a,cEJPBSAN_1014a,cEJPBSAN_1524a,cEJPBSAN_TOTAL,cTESTKIT_NECHEFF,cTESTKIT_NTPOS,cFER_F,cFER_G,cFAF_F,cFAF_G
2015,140605,140643020,7,21,,,,,,,,,,,,,,
2015,140605,140643020,8,21,,,,,,,,,,,,,,
2015,140605,140643020,9,21,,,,,,,,,,,,,,
2015,140605,140643020,10,21,,,,,,,,,,,,,,
2015,140605,140643020,12,21,,,,,,,,,,,,,,
2015,140605,140651010,4,21,,,,,,,,,,,,,,
2015,140605,140651010,5,21,,,,,,,,,,,,,,
2015,140605,140651010,6,21,,,,,,,,,,,,,,
2015,140605,140651010,7,21,,,,,,,,,,,,,,
2015,140605,140651010,8,21,,,,,,,,,,,,,,
2015,140605,140651010,9,21,,,,,,,,,,,,,,
2015,140605,140651010,10,21,,,,,,,,,,,,,,
2015,140605,140651010,12,21,,,,,,,,,,,,,,
2015,140605,140651011,4,21,,,,,,,,,,,,,,
2015,140605,140651011,5,21,,,,,,,,,,,,,,
2015,140605,140651011,6,21,,,,,,,,,,,,,,
2015,140605,140651011,7,21,,,,,,,,,,,,,,
2015,140605,140651011,8,21,,,,,,,,,,,,,,
2015,140605,140651011,9,21,,,,,,,,,,,,,,
2015,140605,140651011,10,21,,,,,,,,,,,,,,
2015,140605,140651011,12,21,,,,,,,,,,,,,,
2015,140606,140641012,4,21,,,,,,,,,,,,,,
2015,140606,140641012,5,21,,,,,,,,,,,,,,
2015,140606,140641012,6,21,,,,,,,,,,,,,,
2015,140606,140641012,7,21,,,,,,,,,,,,,,
2015,140606,140641012,8,21,,,,,,,,,,,,,,
2015,140606,140641012,9,21,,,,,,,,,,,,,,
2015,140606,140641012,10,21,,,,,,,,,8,8,,,,
2015,140606,140641012,11,21,,,,,,,,,,,,,,
2015,140606,140641012,12,21,,,,,,,,,7,7,,,,
2015,140606,140651013,4,21,,,,,,,,,,,,,,
2015,140606,140651013,5,21,,,,,,,,,,,,,,
2015,140606,140651013,6,21,,,,,,,,,,,,,,
2015,140606,140651013,7,21,,,,,,,,,,,,,,
2015,140606,140651013,8,21,,,,,,,,,,,,,,
2015,140606,140651013,9,21,,,,,,,,,,,,,,
2015,140606,140651013,10,21,,,,,,,,,,,,,,
2015,140606,140651013,12,21,,,,,,,,,,,,,,
2015,140606,140651014,4,21,,,,,,,,,,,,,,
2015,140606,140651014,5,21,,,,,,,,,,,,,,
2015,140606,140651014,6,21,,,,,,,,,,,,,,
2015,140606,140651014,7,21,,,,,,,,,,,,,,
2015,140606,140651014,8,21,,,,,,,,,,,,,,
2015,140606,140651014,9,21,,,,,,,,,,,,,,
2015,140606,140651014,10,21,,,,,,,,,,,,,,
2015,140606,140651014,11,21,,,,,,,,,,,,,,
2015,140606,140651014,12,21,,,,,,,,,,,,,,
2015,140607,140641015,4,21,,,,,,,,,,,,,,
2015,140607,140641015,5,21,,,,,,,,,,,,,,
2015,140607,140641015,6,21,,,,,,,,,,,,,,
2015,140607,140641015,7,21,,,,,,,,,,,,,,
2015,140607,140641015,8,21,,,,,,,,,,,,,,
2015,140607,140641015,9,21,,,,,,,,,,,,,,
2015,140607,140641015,10,21,,,,,,,,,,,,,,
2015,140607,140641015,12,21,,,,,,,,,,,,,,
2015,140607,140651016,4,21,,,,,,,,,,,,,,
2015,140607,140651016,5,21,,,,,,,,,,,,,,
2015,140607,140651016,6,21,,,,,,,,,,,,,,
2015,140607,140651016,7,21,,,,,,,,,,,,,,
2015,140607,140651016,8,21,,,,,,,,,,,,,,
2015,140607,140651016,9,21,,,,,,,,,,,,,,
2015,140607,140651016,10,21,,,,,,,,,,,,,,
2015,140607,140651016,11,21,,,,,,,,,,,,,,
2015,140607,140651016,12,21,,,,,,,,,,,,,,
2015,140608,140641017,4,21,,,,,,,,,,,,,,
2015,140608,140641017,5,21,,,,,,,,,,,,,,
2015,140608,140641017,6,21,,,,,,,,,,,,,,
2015,140608,140641017,7,21,,,,,,,,,,,,,,
2015,140608,140641017,8,21,,,,,,,,,,,,,,
2015,140608,140641017,9,21,,,,,,,,,,,,,,
2015,140608,140641017,10,21,,,,,,,,,,,,,,
2015,140608,140641017,11,21,,,10,10,,,,,,,,,,
2015,140608,140641017,12,21,,,,,,,,,,,,,,
2015,140608,140643023,12,21,,,,,,,,,,,,,,
2015,140608,140651018,4,21,,,,,,,,,,,,,,
2015,140608,140651018,5,21,,,,,,,,,,,,,,
2015,140608,140651018,6,21,,,,,,,,,,,,,,
2015,140608,140651018,7,21,,,,,,,,,,,,,,
2015,140608,140651018,8,21,,,,,,,,,,,,,,
2015,140608,140651018,9,21,,,,,,,,,6,6,,,,
2015,140608,140651018,10,21,,,,,,,,,8,8,,,,
2015,140608,140651018,11,21,,,,,,,,,8,8,,,,
2015,140608,140651018,12,21,,,,,,,,,12,12,,,,
2015,140609,140641019,4,21,,,,,,,,,,,,,,
2015,140609,140641019,5,21,,,,,,,,,,,,,,
2015,140609,140641019,6,21,,,,,,,,,,,,,,
2015,140609,140641019,7,21,,,,,,,,,,,,,,
2015,140609,140641019,8,21,,,,,,,,,,,,,,
2015,140609,140641019,9,21,,,,,,,,,,,,,,
2015,140609,140641019,10,21,,,,,,,,,,,,,,
2015,140609,140641019,11,21,,,,,,,,,,,,,,
2015,140609,140641019,12,21,,,,,,,,,,,,,,
2015,140701,140741001,5,21,,,,,,,,,,,,,,
2015,140701,140741001,6,21,,,,,,,,,,,,,,
2015,140701,140741001,7,21,,,,,,,,,,,,,,
2015,140701,140741001,8,21,,,,,,,,,,,,,,
2015,140701,140741001,9,21,,,,,,,,,,,,,,
2015,140701,140741001,10,21,,,,,,,,,,,,,,
2015,140701,140741001,11,21,,,,,,,,,,,,,,
2015,140701,140741001,12,21,,,,,,,,,0,0,,,,
2015,140701,140751002,5,21,,,,,,,,,,,,,,
2015,140701,140751002,6,21,,,,,,,,,,,,,,
2015,140701,140751002,7,21,,,,,,,,,,,,,,
2015,140701,140751002,8,21,,,,,,,,,,,,,,
2015,140701,140751002,9,21,,,,,,,,,,,,,,
2015,140701,140751002,10,21,,,,,,,,,,,,,,
2015,140701,140751002,11,21,,,,,,,,,3,1,,,,
2015,140701,140751002,12,21,,,,,,,,,4,1,,,,
2015,140702,140741003,6,21,,,,,,,,,,,,,,
2015,140702,140741003,7,21,,,,,,,,,,,,,,
2015,140702,140741003,8,21,,,,,,,,,,,,,,
2015,140702,140741003,9,21,,,,,,,,,,,,,,
2015,140702,140741003,10,21,,,,,,,,,,,,,,
2015,140702,140741003,11,21,,,,,,,,,,,,,,
2015,140702,140741003,12,21,,,,,,,,,,,,,,
2015,140702,140751012,5,21,,,,,,,,,,,,,,
2015,140702,140751012,7,21,,,,,,,,,,,,,,
2015,140702,140751012,8,21,,,,,,,,,,,,,,
2015,140702,140751012,9,21,,,,,,,,,,,,,,
2015,140702,140751012,10,21,,,,,,,,,,,,,,
2015,140702,140751012,11,21,,,,,,,,,,,,,,
2015,140702,140751012,12,21,,,,,,,,,,,,,,
2015,140703,140741005,5,21,,,,,,,,,,,,,,
2015,140703,140741005,6,21,,,,,,,,,,,,,,
2015,140703,140741005,7,21,,,,,,,,,,,,,,
2015,140703,140741005,8,21,,,,,,,,,,,,,,
2015,140703,140741005,9,21,,,,,,,,,,,,,,
2015,140703,140741005,10,21,,,,,,,,,3,3,,,,
2015,140703,140741005,11,21,,,,,,,,,2,2,,,,
2015,140703,140741005,12,21,,,,,,,,,,,,,,
2015,140703,140751004,5,21,,,,,,,,,,,,,,
2015,140703,140751004,6,21,,,,,,,,,,,,,,
2015,140703,140751004,7,21,,,,,,,,,,,,,,
2015,140703,140751004,8,21,,,,,,,,,,,,,,
2015,140703,140751004,9,21,,,,,,,,,,,,,,
2015,140703,140751004,10,21,,,,,,,,,2,2,,,,
2015,140703,140751004,11,21,,,,,,,,,5,3,,,,
2015,140703,140751004,12,21,,,,,,,,,6,4,,,,
2015,140704,140741006,6,21,,,,,,,,,,,,,,
2015,140704,140741006,7,21,,3,8,11,,,,,,,,,,
2015,140704,140741006,9,21,,,,,,,,,,,,,,
2015,140704,140741006,10,21,,,,,,,,,,,,,,
2015,140704,140741006,11,21,,,,,,,,,,,,,,
2015,140704,140741006,12,21,,,,,,,,,,,,,,
2015,140704,140743013,9,21,,,,,,,,,,,,,,
2015,140705,140741007,5,21,,,,,,,,,2,1,,,,
2015,140705,140741007,6,21,,,,,,,,,2,1,,,,
2015,140705,140741007,7,21,,,,,,,,,1,1,,,,
2015,140705,140741007,8,21,,,,,,,,,,,,,,
2015,140705,140741007,9,21,,,,,,,,,1,1,,,,
2015,140705,140741007,10,21,,,,,,,,,3,2,,,,
2015,140705,140741007,11,21,,,,,,,,,2,2,,,,
2015,140705,140741007,12,21,,,,,,,,,3,3,,,,
2015,140706,140741008,5,21,,,,,,,,,,,,,,
2015,140706,140741008,6,21,,,,,,,,,,,,,,
2015,140706,140741008,7,21,,,,,,,,,,,,,,
2015,140706,140741008,8,21,,,,,,,,,,,,,,
2015,140706,140741008,9,21,,,,,,,,,,,,,,
2015,140706,140741008,10,21,,,,,,,,,,,,,,
2015,140706,140741008,11,21,,,,,,,,,,,,,,
2015,140706,140741008,12,21,,,,,,,,,,,,,,
2015,140706,140743012,5,21,,,,,,,,,,,,,,
2015,140706,140743015,5,21,,,,,,,,,,,,,,
2015,140706,140743015,6,21,,,,,,,,,,,,,,
2015,140706,140743015,7,21,,,,,,,,,,,,,,
2015,140706,140743015,8,21,,,,,,,,,,,,,,
2015,140706,140743015,11,21,,,,,,,,,,,,,,
2015,140706,140751011,5,21,,,,,,,,,,,,,,
2015,140706,140751011,6,21,,,,,,,,,,,,,,
2015,140706,140751011,7,21,,,,,,,,,,,,,,
2015,140706,140751011,8,21,,,,,,,,,,,,,,
2015,140706,140751011,9,21,,,,,,,,,,,,,,
2015,140706,140751011,10,21,,,,,,,,,,,,,,
2015,140706,140751011,11,21,,,,,,,,,,,,,,
2015,140706,140751011,12,21,,,,,,,,,,,,,,
2015,140707,140741009,5,21,,,,,,,,,,,,,,
2015,140707,140741009,6,21,,,,,,,,,,,,,,
2015,140707,140741009,7,21,,,,,,,,,,,,,,
2015,140707,140741009,8,21,,,,,,,,,,,,,,
2015,140707,140741009,9,21,,,,,,,,,,,,,,
2015,140707,140741009,10,21,,,,,,,,,,,,,,
2015,140707,140741009,11,21,,,,,,,,,,,,,,
2015,140707,140751010,6,21,,,,,,,,,,,,,,
2015,140707,140751010,7,21,,,,,,,,,,,,,,
2015,140707,140751010,8,21,,,,,,,,,,,,,,
2015,140707,140751010,10,21,,,,,,,,,,,,,,
2015,140707,140751010,11,21,,,,,,,,,,,,,,
2015,140707,140751010,12,21,,,,,,,,,,,,,,
2015,140708,140741011,5,21,,,,,,,,,,,,,,
2015,140708,140741011,6,21,,,,,,,,,,,,,,
2015,140708,140741011,7,21,,,,,,,,,,,,,,
2015,140708,140741011,8,21,,,,,,,,,,,,,,
2015,140708,140741011,9,21,,,,,,,,,,,,,,
2015,140708,140741011,10,21,,,,,,,,,,,,,,
2015,140708,140741011,11,21,,,,,,,,,,,,,,
2015,140708,140741011,12,21,,,,,,,,,,,,,,
2015,210101,210141001,4,21,,,,,,,,,,,,,,
2015,210101,210141001,5,21,,,,,,,,,,,,,,
2015,210101,210141001,6,21,,,,,,,,,,,,,,
2015,210101,210141001,7,21,,,,,,,,,,,,,,
2015,210101,210141001,8,21,,,,,,,,,,,,,,
2015,210101,210141001,9,21,,,,,,,,,,,,,,
2015,210101,210141001,10,21,,,,,,,,,,,,,,
2015,210101,210141001,11,21,,,,,,,,,,,,,,
2015,210101,210141001,12,21,,,,,,,,,,,,,,
2015,210101,210141015,4,21,,,,,,,,,,,,,,
2015,210101,210141015,5,21,,,,,,,,,,,,,,
2015,210101,210141015,6,21,,,,,,,,,,,,,,
2015,210101,210141015,7,21,,,,,,,,,,,,,,
2015,210101,210141015,8,21,,,,,,,,,,,,,,
2015,210101,210141015,9,21,,,,,,,,,,,,,,
2015,210101,210141015,10,21,,,,,,,,,,,,,,
2015,210101,210141015,11,21,,,,,,,,,,,,,,
2015,210101,210141015,12,21,,,,,,,,,,,,,,
2015,210101,210142007,4,21,,,,,,,,,,,,,,
2015,210101,210142007,5,21,,,,,,,,,,,,,,
2015,210101,210142007,6,21,,,,,,,,,,,,,,
2015,210101,210142007,7,21,,,,,,,,,,,,,,
2015,210101,210142007,8,21,,,,,,,,,,,,,,
2015,210101,210142007,9,21,,,,,,,,,,,,,,
2015,210101,210142007,10,21,,,,,,,,,,,,,,
2015,210101,210142007,11,21,,,,,,,,,,,,,,
2015,210101,210142007,12,21,,,,,,,,,,,,,,
2015,210101,210142008,4,21,,,,,,,,,,,,,,
2015,210101,210142008,5,21,,,,,,,,,,,,,,
2015,210101,210142008,6,21,,,,,,,,,,,,,,
2015,210101,210142008,7,21,,,,,,,,,,,,,,
2015,210101,210142008,8,21,,,,,,,,,,,,,,
2015,210101,210142008,9,21,,,,,,,,,,,,,,
2015,210101,210142008,10,21,,,,,,,,,,,,,,
2015,210101,210142008,11,21,,,,,,,,,,,,,,
2015,210101,210142008,12,21,,,,,,,,,,,,,,
2015,210101,210143002,4,21,,,,,,,,,,,,,,
2015,210101,210143002,5,21,,,,,,,,,,,,,,
2015,210101,210143002,6,21,,,,,,,,,,,,,,
2015,210101,210143002,7,21,9,6,14,29,,,,,,,,,,
2015,210101,210143002,8,21,7,6,16,29,,,,,,,,,,
2015,210101,210143002,9,21,6,17,20,43,,,,,,,,,,
2015,210101,210143002,10,21,6,13,22,41,,,,,,,,,,
2015,210101,210143002,11,21,5,6,35,46,,,,,,,,,,
2015,210101,210143002,12,21,7,15,24,46,,,,,,,,,,
2015,210101,210143003,4,21,,,,,,,,,,,,,,
2015,210101,210143003,5,21,,,,,,,,,,,,,,
2015,210101,210143003,6,21,,,,,,,,,,,,,,
2015,210101,210143003,7,21,,,,,,,,,,,,,,
2015,210101,210143003,8,21,,,,,,,,,,,,,,
2015,210101,210143003,9,21,,,,,,,,,,,,,,
2015,210101,210143003,10,21,,,,,,,,,,,,,,
2015,210101,210143003,11,21,,,,,,,,,,,,,,
2015,210101,210143003,12,21,,,,,,,,,,,,,,
2015,210101,210143004,4,21,,,,,,,,,,,,,,
2015,210101,210143004,5,21,,,,,,,,,,,,,,
2015,210101,210143004,6,21,,,,,,,,,,,,,,
2015,210101,210143004,7,21,,,,,,,,,,,,,,
2015,210101,210143004,8,21,,,,,,,,,,,,,,
2015,210101,210143004,9,21,,,,,,,,,,,,,,
2015,210101,210143004,10,21,,,,,,,,,,,,,,
2015,210101,210143004,11,21,,,,,,,,,,,,,,
2015,210101,210143004,12,21,,,,,,,,,,,,,,
2015,210101,210143006,4,21,,,,,,,,,,,,,,
2015,210101,210143006,5,21,,,,,,,,,,,,,,
2015,210101,210143006,6,21,,,,,,,,,,,,,,
2015,210101,210143006,7,21,,,,,,,,,,,,,,
2015,210101,210143006,8,21,,,,,,,,,,,,,,
2015,210101,210143006,9,21,,,,,,,,,,,,,,
2015,210101,210143006,10,21,,,,,,,,,,,,,,
2015,210101,210143006,12,21,,,,,,,,,,,,,,
2015,210101,210143009,4,21,,,,,,,,,,,,,,
2015,210101,210143009,5,21,,,,,,,,,,,,,,
2015,210101,210143009,6,21,,,,,,,,,,,,,,
2015,210101,210143009,7,21,,,,,,,,,,,,,,
2015,210101,210143009,8,21,,,,,,,,,,,,,,
2015,210101,210143009,9,21,,,,,,,,,,,,,,
2015,210101,210143009,10,21,,,,,,,,,,,,,,
2015,210101,210143009,11,21,,,,,,,,,,,,,,
2015,210101,210143009,12,21,,,,,,,,,,,,,,
2015,210101,210151010,4,21,,,,,,,,,,,,,,
2015,210101,210151010,5,21,,,,,,,,,,,,,,
2015,210101,210151010,6,21,,,,,,,,,,,,,,
2015,210101,210151010,7,21,,,,,,,,,,,,,,
2015,210101,210151010,8,21,,,,,,,,,,,,,,
2015,210101,210151010,9,21,,,,,,,,,,,,,,
2015,210101,210151010,10,21,,,,,,,,,,,,,,
2015,210101,210151010,11,21,,,,,,,,,,,,,,
2015,210101,210151010,12,21,,,,,,,,,,,,,,
2015,210101,210151011,4,21,,,,,,,,,,,,,,
2015,210101,210151011,5,21,,,,,,,,,,,,,,
2015,210101,210151011,6,21,,,,,,,,,,,,,,
2015,210101,210151011,7,21,,,,,,,,,,,,,,
2015,210101,210151011,8,21,,,,,,,,,,,,,,
2015,210101,210151011,9,21,,,,,,,,,,,,,,
2015,210101,210151011,10,21,,,,,,,,,,,,,,
2015,210101,210151011,11,21,,,,,,,,,,,,,,
2015,210101,210151011,12,21,,,,,,,,,,,,,,
2015,210101,210152012,4,21,,,,,,,,,,,,,,
2015,210101,210152012,5,21,,,,,,,,,,,,,,
2015,210101,210152012,8,21,,,,,,,,,,,,,,
2015,210101,210152012,10,21,,,,,,,,,,,,,,
2015,210101,210152012,11,21,,,,,,,,,,,,,,
2015,210101,210152012,12,21,,,,,,,,,,,,,,
2015,210201,210241001,5,21,,,,,,,,,6,6,,,,
2015,210201,210241001,6,21,,,,,,,,,6,6,,,,
2015,210201,210241001,7,21,,,,,,,,,7,7,,,,
2015,210201,210241001,8,21,,,,,,,,,7,7,,,,
2015,210201,210241001,9,21,,,,,,,,,5,5,0,0,0,0
2015,210201,210241001,10,21,,,,,,,,,5,5,,,,
2015,210201,210241001,11,21,,,,,,,,,,,,,,
2015,210201,210241001,12,21,,,,,,,,,6,6,0,0,0,0
2015,210202,210241002,5,21,,,,,,,,,,,,,,
2015,210202,210241002,6,21,,,,,,,,,,,,,,
2015,210202,210241002,7,21,,,,,,,,,,,,,,
2015,210202,210241002,8,21,,,,,,,,,,,,,,
2015,210202,210241002,9,21,,,,,,,,,,,,,,
2015,210202,210241002,10,21,,,,,,,,,,,,,,
2015,210202,210241002,11,21,,,,,,,,,,,,,,
2015,210202,210241002,12,21,,,,,,,,,,,,,,
2015,210203,210241004,5,21,,,,,,,,,,,,,,
2015,210203,210241004,6,21,,,,,,,,,,,,,,
2015,210203,210241004,7,21,,,,,,,,,,,,,,
2015,210203,210241004,8,21,,,,,,,,,,,,,,
2015,210203,210241004,9,21,,,,,,,,,,,,,,
2015,210203,210241004,10,21,,,,,,,,,,,,,,
2015,210203,210241004,11,21,,,,,,,,,,,,,,
2015,210203,210241004,12,21,,,,,,,,,,,,,,
2015,210204,210241005,5,21,,,,,,,,,,,,,,
2015,210204,210241005,6,21,,,,,,,,,,,,,,
2015,210204,210241005,7,21,,,,,,,,,,,,,,
2015,210204,210241005,8,21,,,,,,,,,,,,,,
2015,210204,210241005,9,21,,,,,,,,,,,,,,
2015,210204,210241005,10,21,,,,,,,,,,,,,,
2015,210204,210241005,11,21,,,,,,,,,,,,,,
2015,210204,210241005,12,21,,,,,,,,,,,,,,
2015,210204,210251006,5,21,,,,,,,,,0,0,0,0,0,0
2015,210204,210251006,6,21,,,,,,,,,,,,,,
2015,210204,210251006,7,21,,,,,,,,,,,,,,
2015,210204,210251006,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210204,210251006,9,21,,,,,,,,,,,,,,
2015,210204,210251006,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210204,210251006,11,21,,,,,,,,,,,,,,
2015,210204,210251006,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210205,210241007,5,21,,,,,,,,,,,,,,
2015,210205,210241007,6,21,,,,,,,,,15,15,,,,
2015,210205,210241007,7,21,,,,,,,,,,,,,,
2015,210205,210241007,8,21,,,,,,,,,,,,,,
2015,210205,210241007,9,21,,,,,,,,,,,,,,
2015,210205,210241007,10,21,,,,,,,,,,,,,,
2015,210205,210241007,11,21,,,,,,,,,,,,,,
2015,210205,210241007,12,21,,,,,,,,,,,,,,
2015,210205,210251008,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210205,210251008,6,21,,,,,,,,,,,,,,
2015,210205,210251008,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210205,210251008,8,21,,,,,,,,,,,,,,
2015,210205,210251008,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210205,210251008,10,21,,,,,,,,,,,,,,
2015,210205,210251008,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210205,210251008,12,21,,,,,,,,,,,,,,
2015,210205,210251009,5,21,,,,,,,,,,,,,,
2015,210205,210251009,6,21,,,,,,,,,,,,,,
2015,210205,210251009,7,21,,,,,,,,,,,,,,
2015,210205,210251009,8,21,,,,,,,,,0,0,,,,
2015,210205,210251009,9,21,,,,,,,,,,,,,,
2015,210205,210251009,10,21,,,,,,,,,,,,,,
2015,210205,210251009,11,21,,,,,,,,,,,,,,
2015,210205,210251009,12,21,,,,,,,,,0,0,0,0,0,0
2015,210206,210241010,5,21,,,,,,,,,,,,,,
2015,210206,210241010,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210206,210241010,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210206,210241010,8,21,,,,,,,,,0,0,0,0,0,0
2015,210206,210241010,9,21,,,,,,,,,,,,,,
2015,210206,210241010,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210206,210241010,11,21,0,0,0,0,0,0,,0,0,0,0,0,0,0
2015,210206,210241010,12,21,,,,,,,,,,,,,,
2015,210207,210241011,5,21,,,,,,,,,,,,,,
2015,210207,210241011,6,21,,,,,,,,,,,,,,
2015,210207,210241011,7,21,,,,,,,,,,,,,,
2015,210207,210241011,8,21,,,,,,,,,,,,,,
2015,210207,210241011,9,21,,,,,,,,,,,,,,
2015,210207,210241011,10,21,,,,,,,,,,,,,,
2015,210207,210241011,11,21,,,,,,,,,,,,,,
2015,210207,210241011,12,21,,,,,,,,,,,,,,
2015,210209,210241012,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210209,210241012,6,21,,,,,,,,,,,,,,
2015,210209,210241012,7,21,,,,,,,,,,,,,,
2015,210209,210241012,8,21,,,,,,,,,,,,,,
2015,210209,210241012,9,21,,,,,,,,,,,,,,
2015,210209,210241012,10,21,,,,,,,,,,,,,,
2015,210209,210241012,11,21,,,,,,,,,,,,,,
2015,210209,210241012,12,21,,,,,,,,,,,,,,
2015,210209,210251031,5,21,,,,,,,,,,,,,,
2015,210209,210251031,6,21,,,,,,,,,,,,,,
2015,210209,210251031,7,21,,,,,,,,,,,,,,
2015,210209,210251031,8,21,,,,,,,,,,,,,,
2015,210209,210251031,9,21,,,,,,,,,,,,,,
2015,210209,210251031,10,21,,,,,,,,,,,,,,
2015,210209,210251031,11,21,,,,,,,,,,,,,,
2015,210209,210251031,12,21,,,,,,,,,,,,,,
2015,210210,210241013,5,21,,,,,,,,,10,10,0,0,0,0
2015,210210,210241013,6,21,,,,,,,,,5,5,,,,
2015,210210,210241013,7,21,,,,,,,,,,,,,,
2015,210210,210241013,8,21,,,,,,,,,6,6,,,,
2015,210210,210241013,9,21,,,,,,,,,5,5,0,0,0,0
2015,210210,210241013,10,21,,,,,,,,,6,6,,,,
2015,210210,210241013,11,21,,,,,,,,,4,4,,,,
2015,210210,210241013,12,21,,,,,,,,,10,10,0,0,0,0
2015,210212,210241014,5,21,10,45,0,55,1,3,0,4,,,,,,
2015,210212,210241014,6,21,34,50,0,84,2,6,0,8,,,,,,
2015,210212,210241014,7,21,,,,,,,,,3,3,,,,
2015,210212,210241014,8,21,,,,,,,,,,,,,,
2015,210212,210241014,9,21,,,,,,,,,3,3,0,0,0,0
2015,210212,210241014,10,21,0,0,0,0,0,0,0,0,3,3,,,,
2015,210212,210241014,11,21,,,,,,,,,3,3,,,,
2015,210212,210241014,12,21,,,,,,,,,3,3,,,,
2015,210213,210241015,5,21,,,,,,,,,0,0,0,0,0,0
2015,210213,210241015,6,21,,,,,,,,,10,10,,,,
2015,210213,210241015,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210213,210241015,8,21,,,,,,,,,,,,,,
2015,210213,210241015,9,21,,,,,,,,,,,,,,
2015,210213,210241015,10,21,,,,,,,,,,,,,,
2015,210213,210241015,11,21,,,,,,,,,,,,,,
2015,210213,210241015,12,21,,,,,,,,,,,,,,
2015,210214,210241017,5,21,,,,,,,,,,,,,,
2015,210214,210241017,6,21,,,,,,,,,,,,,,
2015,210214,210241017,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210214,210241017,8,21,,,,,,,,,,,,,,
2015,210214,210241017,9,21,,,,,,,,,,,,,,
2015,210214,210241017,10,21,,,,,,,,,,,,,,
2015,210214,210241017,11,21,,,,,,,,,,,,,,
2015,210214,210241017,12,21,,,,,,,,,,,,,,
2015,210215,210241018,5,21,,,,,,,,,,,,,,
2015,210215,210241018,6,21,,,,,,,,,,,,,,
2015,210215,210241018,7,21,,,,,,,,,,,,,,
2015,210215,210241018,8,21,,,,,,,,,,,,,,
2015,210215,210241018,9,21,,,,,,,,,,,,,,
2015,210215,210241018,10,21,,,,,,,,,,,,,,
2015,210215,210241018,11,21,,,,,,,,,,,,,,
2015,210215,210241018,12,21,,,,,,,,,,,,,,
2015,210215,210251030,5,21,,,,,,,,,,,,,,
2015,210215,210251030,6,21,,,,,,,,,,,,,,
2015,210215,210251030,7,21,,,,,,,,,,,,,,
2015,210215,210251030,8,21,,,,,,,,,,,,,,
2015,210215,210251030,9,21,,,,,,,,,,,,,,
2015,210215,210251030,10,21,,,,,,,,,,,,,,
2015,210215,210251030,11,21,,,,,,,,,,,,,,
2015,210215,210251030,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210216,210241019,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210216,210241019,6,21,,,,,,,,,,,,,,
2015,210216,210241019,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210216,210241019,8,21,,,,,,,,,,,,,,
2015,210216,210241019,9,21,,,,,,,,,,,,,,
2015,210216,210241019,10,21,,,,,,,,,,,,,,
2015,210216,210241019,11,21,,,,,,,,,,,,,,
2015,210216,210241019,12,21,,,,,,,,,,,,,,
2015,210216,210251020,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210216,210251020,6,21,,,,,,,,,,,,,,
2015,210216,210251020,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210216,210251020,8,21,,,,,,,,,0,0,0,0,0,0
2015,210216,210251020,9,21,,,,,,,,,,,,,,
2015,210216,210251020,10,21,,,,,,,,,,,,,,
2015,210216,210251020,11,21,,,,,,,,,,,,,,
2015,210216,210251020,12,21,,,,,,,,,,,,,,
2015,210216,210251021,5,21,,,,,,,,,,,,,,
2015,210216,210251021,6,21,,,,,,,,,,,,,,
2015,210216,210251021,7,21,,,,,,,,,,,,,,
2015,210216,210251021,8,21,,,,,,,,,,,,,,
2015,210216,210251021,9,21,,,,,,,,,,,,,,
2015,210216,210251021,10,21,,,,,,,,,,,,,,
2015,210216,210251021,11,21,,,,,,,,,,,,,,
2015,210216,210251021,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,210216,210252022,5,21,,,,,,,,,,,,,,
2015,210216,210252022,6,21,,,,,,,,,,,,,,
2015,210216,210252022,7,21,,,,,,,,,,,,,,
2015,210216,210252022,8,21,,,,,,,,,,,,,,
2015,210216,210252022,9,21,,,,,,,,,,,,,,
2015,210216,210252022,10,21,,,,,,,,,,,,,,
2015,210216,210252022,11,21,,,,,,,,,,,,,,
2015,210216,210252022,12,21,,,,,,,,,,,,,,
