cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,c0015a_NC,c0015a_CONS,c0015a_EXTRACT,c0015a_SOB,c0015a_AUTSOINS,c0015a_RADIO,c1599a_NC,c1599a_CONS,c1599a_EXTRACT,c1599a_SOB,c1599a_AUTSOINS,c1599a_RADIO
2015,110101,110141001,6,21,,,,,,,,,,,,
2015,110101,110141003,4,21,12,35,27,3,,,30,76,33,10,,
2015,110101,110141003,7,21,16,35,33,2,,,37,103,28,16,,
2015,110101,110141003,8,21,26,38,29,4,,,29,73,24,20,1,
2015,110101,110141003,9,21,20,32,25,4,,,29,79,27,11,,
2015,110101,110141003,10,21,18,29,23,3,,,17,50,7,9,,
2015,110101,110141003,11,21,14,22,18,2,,,28,79,22,9,,
2015,110101,110141003,12,21,11,23,18,4,,,20,57,21,7,,
2015,110101,110141004,4,21,,,,,,,,,,,,
2015,110101,110141004,5,21,,,,,,,,,,,,
2015,110101,110141005,4,21,24,39,14,18,7,,56,158,55,29,74,
2015,110101,110141005,5,21,18,29,6,13,18,,49,103,23,29,51,
2015,110101,110141005,6,21,20,48,31,13,4,,51,139,31,45,63,
2015,110101,110141005,7,21,12,38,21,5,12,,71,132,46,24,62,
2015,110101,110141005,8,21,13,33,16,13,4,,56,114,39,29,46,
2015,110101,110141005,9,21,26,50,25,12,13,,51,111,42,18,51,
2015,110101,110141005,10,21,16,26,16,6,,,49,139,45,20,74,
2015,110101,110141005,11,21,23,42,22,7,13,,49,194,38,36,80,
2015,110101,110141005,12,21,23,35,22,10,3,,31,78,18,25,35,
2015,110101,110142024,6,21,6,25,6,87,4,,56,256,50,571,37,
2015,110101,110142024,7,21,8,35,13,70,1,,45,229,32,468,23,
2015,110101,110142024,8,21,11,15,20,23,1,,38,147,19,305,22,
2015,110101,110142024,9,21,16,46,5,82,2,,51,244,56,569,39,
2015,110101,110142024,10,21,11,31,43,46,3,,60,251,27,544,38,
2015,110101,110142024,11,21,7,21,6,57,,,69,294,30,585,48,
2015,110101,110142024,12,21,5,15,1,37,,,30,186,29,387,24,
2015,110101,110142039,6,21,111,111,38,73,3,,223,223,78,145,4,
2015,110101,110142039,7,21,131,131,33,98,1,,264,264,67,197,2,
2015,110101,110142039,8,21,123,123,47,76,2,,246,246,96,150,3,
2015,110101,110142039,9,21,136,136,46,90,3,,272,272,94,178,5,
2015,110101,110142039,10,21,124,124,42,82,2,,250,250,84,166,3,
2015,110101,110142039,11,21,122,122,47,75,2,,246,246,95,151,3,
2015,110101,110142039,12,21,109,109,47,62,2,,220,220,96,124,3,
2015,110101,110143007,9,21,,,,,,,,,,,,
2015,110101,110143008,4,21,0,69,15,22,32,,0,202,16,72,114,
2015,110101,110143008,5,21,11,45,10,16,19,,158,158,5,64,89,
2015,110101,110143008,6,21,0,31,5,9,17,,0,163,10,59,94,
2015,110101,110143008,7,21,,51,11,18,24,,3,217,6,92,117,
2015,110101,110143008,8,21,46,46,6,18,22,,197,197,9,65,123,
2015,110101,110143008,9,21,45,45,6,18,21,,245,245,16,101,128,
2015,110101,110143008,10,21,0,17,4,9,4,,0,139,8,67,64,
2015,110101,110143008,11,21,5,52,9,19,24,,9,207,9,94,104,
2015,110101,110143008,12,21,10,59,16,15,28,,19,266,17,102,147,
2015,110101,110143010,5,21,9,9,5,2,1,,29,40,16,15,3,
2015,110101,110143010,6,21,,,,,,,,,,,,
2015,110101,110143010,7,21,8,8,4,4,,,55,95,22,35,11,
2015,110101,110143010,8,21,33,33,8,5,2,,91,91,21,29,8,
2015,110101,110143010,9,21,24,34,11,9,1,,67,100,32,38,15,
2015,110101,110143010,12,21,38,38,64,91,9,,174,174,64,91,9,
2015,110101,110143012,4,21,10,10,5,7,,,21,31,9,31,4,
2015,110101,110143012,5,21,,,,,,,,,,,,
2015,110101,110143012,6,21,10,10,5,7,,,21,31,9,31,4,
2015,110101,110143012,7,21,6,6,4,4,,,34,34,16,28,11,
2015,110101,110143012,8,21,13,13,6,8,1,,36,36,11,24,8,
2015,110101,110143012,9,21,15,15,15,11,,,44,54,11,25,8,
2015,110101,110143012,10,21,12,12,8,5,2,,23,44,9,40,7,
2015,110101,110143012,11,21,5,5,4,5,,,28,31,10,31,12,
2015,110101,110143012,12,21,10,10,4,4,,,40,40,5,37,,
2015,110101,110143013,5,21,40,51,3,18,,,10,26,4,13,,
2015,110101,110143013,6,21,8,13,4,10,,,19,28,1,16,,
2015,110101,110143013,7,21,12,28,4,,5,,24,31,2,,8,
2015,110101,110143013,8,21,4,10,1,,9,,8,14,,,2,
2015,110101,110143013,9,21,9,11,2,12,,,11,70,3,62,5,
2015,110101,110143013,10,21,9,14,,45,,,29,67,,27,9,
2015,110101,110143013,11,21,21,34,2,,20,,12,12,1,,11,
2015,110101,110143017,8,21,,,,,,,,,,,,
2015,110101,110143019,4,21,38,107,32,154,18,,82,210,8,226,51,
2015,110101,110143019,5,21,22,90,16,147,8,,46,184,16,214,35,
2015,110101,110143019,6,21,13,65,11,118,8,,41,238,6,294,42,
2015,110101,110143019,7,21,21,93,13,143,8,,74,226,8,291,35,
2015,110101,110143019,8,21,33,84,30,137,9,,59,202,10,269,14,
2015,110101,110143019,9,21,23,72,12,109,13,,64,221,3,323,28,
2015,110101,110143019,10,21,13,66,14,85,14,,78,232,12,268,37,
2015,110101,110143019,11,21,16,72,3,95,10,,69,203,12,253,24,
2015,110101,110143019,12,21,18,70,18,90,11,,81,229,13,263,33,
2015,110101,110143025,5,21,,,,,,,,,,,,
2015,110101,110143026,5,21,15,,25,10,,,49,3152,,,,
2015,110101,110143026,6,21,12,12,1,16,1,,36,36,7,36,1,
2015,110101,110143026,7,21,2,6,3,9,,,13,13,19,29,1,
2015,110101,110143026,8,21,15,15,1,22,,,29,30,5,55,4,
2015,110101,110143026,9,21,8,13,2,19,,,24,43,7,59,2,
2015,110101,110143026,10,21,14,14,9,19,,,35,35,14,38,1,
2015,110101,110143026,11,21,10,10,5,12,,,18,19,6,26,,
2015,110101,110143027,4,21,22,22,3,1,,,32,32,17,24,5,
2015,110101,110143027,5,21,1,1,,,1,,26,26,18,15,6,
2015,110101,110143027,6,21,4,4,,7,1,,29,29,10,32,10,
2015,110101,110143027,7,21,2,2,,7,1,,29,29,8,22,11,
2015,110101,110143027,8,21,4,4,,7,1,,29,29,9,17,14,
2015,110101,110143027,9,21,1,1,0,2,0,,26,26,6,18,,
2015,110101,110143027,10,21,2,2,1,1,,,21,21,11,23,14,
2015,110101,110143027,11,21,3,3,1,,,,27,27,11,15,12,
2015,110101,110143027,12,21,4,4,1,2,,,27,27,7,44,11,
2015,110101,110143028,4,21,,,,,,,,,,,,
2015,110101,110143028,5,21,,,,,,,,,,,,
2015,110101,110143028,9,21,,,,,,,,,,,,
2015,110101,110143032,4,21,325,476,147,210,119,,984,1246,343,556,185,
2015,110101,110143032,5,21,327,525,178,168,179,,989,1361,339,534,488,
2015,110101,110143032,6,21,267,468,141,154,173,,1013,1567,566,577,424,
2015,110101,110143032,7,21,296,482,154,175,153,,1048,1549,476,620,453,
2015,110101,110143032,8,21,286,554,191,159,204,,1095,1320,338,404,578,
2015,110101,110143032,9,21,362,551,144,232,175,,942,1309,379,599,331,
2015,110101,110143032,10,21,319,531,114,279,138,,1242,1799,551,756,492,
2015,110101,110143032,11,21,270,430,100,297,33,,1066,1425,424,851,150,
2015,110101,110143032,12,21,264,369,84,234,51,,929,1242,276,812,154,
2015,110101,110143037,5,21,,,,,,,,,,,,
2015,110101,110143134,6,21,,,,,,,,,,,,
2015,110101,110143145,7,21,,,,,,,,,,,,
2015,110102,110141041,5,21,,,,,,,,,,,,
2015,110102,110141042,5,21,,,,,,,,,,,,
2015,110102,110141042,8,21,,,,,,,,,,,,
2015,110102,110141042,9,21,,,,,,,,,,,,
2015,110102,110141044,4,21,,,,,,,,,,,,
2015,110102,110141044,9,21,,,,,,,,,,,,
2015,110102,110141052,5,21,,,,,,,,,,,,
2015,110102,110142048,4,21,,,,,,,,,,,,
2015,110102,110142133,7,21,,,,,,,,,,,,
2015,110102,110142141,4,21,32,32,12,20,24,,31,31,4,4,9,
2015,110102,110142141,5,21,5,26,2,20,7,,10,28,3,21,8,
2015,110102,110142141,6,21,5,21,2,15,3,,15,32,8,19,5,
2015,110102,110142141,7,21,8,32,9,23,2,,10,42,7,28,6,
2015,110102,110142141,9,21,6,20,5,14,1,,9,20,3,15,1,
2015,110102,110142141,10,21,10,22,8,20,3,,19,21,4,23,1,
2015,110102,110143045,6,21,6,10,4,10,3,,10,25,7,20,5,
2015,110102,110143045,9,21,3,6,77,,,,8,40,4,49,5,
2015,110102,110143045,10,21,4,12,3,27,,,12,26,5,32,2,
2015,110102,110143045,11,21,10,13,2,7,4,,12,34,6,33,10,
2015,110102,110143045,12,21,3,6,2,6,1,,8,37,4,45,14,
2015,110102,110143056,6,21,,,,,,,,,,,,
2015,110102,110143115,7,21,10,10,4,8,,,55,55,5,35,11,
2015,110102,110143115,8,21,10,10,1,4,,,16,16,3,13,5,
2015,110102,110143115,9,21,3,3,1,3,1,,31,31,6,18,6,
2015,110102,110143115,10,21,6,6,1,5,,,22,22,4,18,9,
2015,110102,110143115,11,21,9,9,,8,1,,24,24,5,15,2,5
2015,110102,110143160,6,21,,,,,,,,,,,,
2015,110102,110143160,7,21,2,2,,2,,,6,6,,6,2,
2015,110102,110143160,9,21,,,,,,,,,,4,4,
2015,110103,110141057,4,21,,,,,,,,,,,,
2015,110103,110141057,8,21,,,,,,,,,,,,
2015,110103,110142065,5,21,,,,,,,,,,,,
2015,110103,110142068,5,21,23,47,5,36,5,,32,32,7,21,2,
2015,110103,110142068,6,21,10,15,2,4,,,29,36,4,24,,
2015,110103,110142068,7,21,8,16,2,7,3,,42,70,6,28,10,
2015,110103,110142068,10,21,15,26,5,12,1,,36,53,4,27,8,
2015,110103,110142068,11,21,23,57,8,19,2,,50,76,9,37,9,
2015,110103,110142068,12,21,17,25,4,13,2,,45,56,8,33,9,
2015,110103,110143058,4,21,249,363,173,171,19,,538,932,295,604,33,
2015,110103,110143058,5,21,153,244,91,144,9,,564,809,275,510,4,
2015,110103,110143058,6,21,161,399,99,296,4,,476,928,324,550,54,
2015,110103,110143058,7,21,273,273,111,138,7,,204,613,258,746,37,
2015,110103,110143058,8,21,227,327,149,166,12,,366,882,283,560,39,
2015,110103,110143058,9,21,302,328,165,150,13,,427,930,305,591,34,
2015,110103,110143058,10,21,236,323,170,139,14,,406,990,298,657,35,
2015,110103,110143058,11,21,134,290,123,160,7,,302,880,240,608,30,
2015,110103,110143058,12,21,100,182,62,115,5,,290,829,222,564,43,
2015,110103,110143059,4,21,305,575,293,217,8,,513,1008,393,424,30,
2015,110103,110143059,5,21,330,469,226,214,15,,667,1231,665,486,51,
2015,110103,110143059,6,21,269,455,262,176,20,,494,960,545,388,22,
2015,110103,110143059,7,21,320,363,278,167,13,,688,908,511,390,24,
2015,110103,110143059,8,21,221,383,165,204,13,,476,902,509,357,24,
2015,110103,110143059,9,21,284,529,254,234,43,,348,799,389,401,42,
2015,110103,110143059,10,21,264,364,258,184,70,,421,917,445,384,75,
2015,110103,110143059,11,21,222,520,283,206,31,,497,1051,447,535,69,
2015,110103,110143059,12,21,218,491,265,195,31,,540,1173,537,558,78,
2015,110103,110143062,6,21,,,,,,,,,,,,
2015,110103,110143064,5,21,,,,,,,,,,,,
2015,110103,110143064,6,21,,,,,,,,,,,,
2015,110103,110143073,6,21,56,131,37,207,14,,1251,1729,82,799,892,
2015,110103,110143073,7,21,96,148,35,164,8,,1144,1521,69,557,393,
2015,110103,110143073,8,21,61,94,22,141,3,1,365,592,44,570,25,2
2015,110103,110143073,9,21,112,189,38,269,14,1,426,899,112,1093,28,1
2015,110103,110143073,10,21,69,132,31,187,6,1,387,798,134,949,67,2
2015,110103,110143073,11,21,44,122,26,163,6,1,364,691,112,894,46,3
2015,110103,110143073,12,21,108,186,63,258,9,,511,1038,123,1112,91,
2015,110103,110143074,4,21,6,11,5,6,,,31,60,15,44,1,
2015,110103,110143074,5,21,12,12,12,,,,35,89,21,64,4,
2015,110103,110143074,6,21,8,12,6,5,1,,43,61,20,39,2,
2015,110103,110143074,7,21,13,14,11,3,,,66,90,43,43,4,
2015,110103,110143074,8,21,4,4,3,1,,,24,35,12,21,2,
2015,110103,110143074,9,21,8,13,3,10,,,63,89,18,68,3,
2015,110103,110143074,10,21,23,25,22,3,,,47,63,21,40,2,
2015,110103,110143074,11,21,13,19,9,10,,,46,68,26,40,2,
2015,110103,110143074,12,21,7,7,4,3,,,47,72,22,46,4,
2015,110103,110143075,6,21,23,,9,14,,,92,,27,47,15,3
2015,110103,110143075,8,21,19,19,3,16,,,108,108,11,64,23,7
2015,110103,110143075,11,21,18,18,8,10,,,83,83,25,46,10,2
2015,110103,110143075,12,21,15,15,5,10,,,97,97,,,,
2015,110103,110143078,4,21,,,,,,,,,,,,
2015,110103,110143078,6,21,517,642,166,262,241,,1944,2234,655,907,664,8
2015,110103,110143078,8,21,,,,,,,,,,,,
2015,110103,110143078,9,21,,,,,,,,,,,,
2015,110103,110143078,10,21,48,549,192,172,183,2,1700,2189,535,956,716,2
2015,110103,110143078,11,21,436,663,224,200,239,,1603,2041,451,976,612,2
2015,110103,110143156,8,21,,,,,,,,,,,,
2015,110104,110141079,4,21,,,,,,,,,,,,
2015,110104,110141079,5,21,,,,,,,,,,,,
2015,110104,110141079,10,21,,,,,,,,,,,,
2015,110104,110141080,5,21,,,,,,,,,,,,
2015,110104,110142085,4,21,56,156,6,140,6,,14,19,,19,4,
2015,110104,110142085,5,21,204,488,10,460,14,4,38,63,3,54,4,2
2015,110104,110142085,6,21,152,515,29,575,56,7,25,106,5,117,7,2
2015,110104,110142085,7,21,130,721,71,580,70,3,10,85,10,58,17,1
2015,110104,110142085,10,21,190,267,28,145,26,4,50,50,10,15,22,1
2015,110104,110142085,11,21,45,320,33,288,47,8,31,31,1,52,16,5
2015,110104,110142085,12,21,46,168,24,256,36,3,8,8,2,11,,
2015,110104,110142086,8,21,,,,,,,,,,,,
2015,110104,110142089,6,21,1,1,1,,,,4,8,1,6,,
2015,110104,110142089,7,21,1,1,1,,,,5,5,,6,1,
2015,110104,110142089,8,21,3,3,2,1,,,2,4,1,3,,
2015,110104,110142089,9,21,3,3,3,,,,8,10,3,7,,
2015,110104,110142089,10,21,2,4,2,2,,,18,22,9,11,,
2015,110104,110142089,11,21,13,13,13,,,,26,26,26,,,
2015,110104,110142089,12,21,5,5,5,,,,6,6,1,4,1,
2015,110104,110143081,4,21,51,73,51,19,3,,141,143,88,45,10,
2015,110104,110143081,5,21,21,21,3,17,,,172,193,126,57,10,
2015,110104,110143081,6,21,20,25,4,21,,,132,137,91,46,,
2015,110104,110143081,7,21,35,56,47,9,,,180,180,98,54,17,
2015,110104,110143081,8,21,56,73,62,11,,,165,172,117,44,11,
2015,110104,110143081,9,21,39,39,30,2,,,156,156,92,39,,
2015,110104,110143081,10,21,44,63,42,21,,,173,178,94,70,14,
2015,110104,110143081,11,21,42,49,45,4,,,155,164,99,52,13,
2015,110104,110143081,12,21,33,47,5,1,,,158,158,84,48,18,
2015,110104,110143082,4,21,270,345,88,191,16,,778,1201,353,825,74,
2015,110104,110143082,5,21,158,222,86,128,8,,588,952,282,634,36,
2015,110104,110143082,6,21,148,188,68,110,10,,698,1072,360,610,68,4
2015,110104,110143082,7,21,144,258,62,184,18,,739,1177,395,769,69,
2015,110104,110143082,8,21,150,216,51,150,15,,677,1102,318,719,15,
2015,110104,110143082,9,21,151,260,72,173,12,,697,1078,439,438,52,
2015,110104,110143082,10,21,147,207,70,132,7,,705,1051,373,646,30,
2015,110104,110143082,11,21,159,222,73,132,17,,744,1077,346,670,61,
2015,110104,110143082,12,21,198,213,68,134,6,,738,1077,372,674,42,
2015,110104,110143090,4,21,194,198,57,137,4,,652,653,101,371,34,
2015,110104,110143090,5,21,135,140,29,97,4,,535,553,79,406,32,
2015,110104,110143090,6,21,136,142,40,81,2,,462,479,85,329,31,
2015,110104,110143090,8,21,195,204,55,128,3,,420,436,67,67,26,
2015,110104,110143090,9,21,208,219,29,164,2,,521,539,64,432,19,
2015,110104,110143090,10,21,201,211,42,146,2,,470,487,65,249,22,
2015,110104,110143090,11,21,164,170,39,113,5,,562,570,89,430,34,
2015,110104,110143090,12,21,137,149,40,85,,,415,426,59,329,22,
2015,110104,110143092,5,21,,,,,,,,,,,,
2015,110104,110143092,8,21,,,,,,,,,,,,
2015,110104,110143093,6,21,,,,,,,,,,,,
2015,110104,110143093,8,21,,,,,,,,,,,,
2015,110104,110143094,6,21,,,,,,,,,,,,
2015,110104,110143132,5,21,,,,,,,,,,,,
2015,110104,110143136,4,21,,,,,,,,,,,,
2015,110104,110143136,6,21,,,,,,,,,,,,
2015,110104,110143136,8,21,,,,,,,,,,,,
2015,110105,110141096,5,21,,,,,,,,,,,,
2015,110105,110141097,7,21,,,,,,,,,,,,
2015,110105,110142110,4,21,14,14,5,4,,,30,30,12,18,,
2015,110105,110142110,5,21,10,10,6,4,,,30,30,12,18,,
2015,110105,110142110,6,21,8,8,5,3,,,35,35,15,17,,
2015,110105,110142110,7,21,7,7,2,3,,,40,40,28,12,,
2015,110105,110142110,8,21,10,10,7,3,,,25,25,12,13,,
2015,110105,110142110,9,21,7,7,5,3,,,19,19,9,10,,
2015,110105,110142110,10,21,10,10,4,6,,,21,21,7,14,,
2015,110105,110143102,5,21,6,10,8,2,,,21,37,20,16,1,
2015,110105,110143102,6,21,2,2,2,,,,18,32,11,21,,
2015,110105,110143102,7,21,1,3,1,2,,,12,33,15,17,1,
2015,110105,110143102,8,21,3,4,2,2,,,22,34,20,14,,
2015,110105,110143102,9,21,6,7,3,4,,,16,28,15,11,2,
2015,110105,110143102,10,21,5,6,5,1,,,17,35,16,19,,
2015,110105,110143102,12,21,3,6,4,2,,,14,31,14,16,,
2015,110105,110143112,12,21,3,3,1,1,1,,,,,,,
2015,110105,110143117,4,21,8,31,22,7,,,21,98,56,13,4,
2015,110105,110143117,5,21,13,32,21,5,,,17,102,72,13,7,
2015,110105,110143117,6,21,4,11,8,1,,,11,73,48,10,4,
2015,110105,110143117,7,21,7,21,10,3,,,11,78,54,9,2,
2015,110105,110143117,8,21,13,32,17,4,,,29,104,368,8,9,
2015,110105,110143117,9,21,9,40,20,8,,,31,137,52,19,13,
2015,110105,110143117,10,21,8,32,15,7,,,45,142,60,19,5,
2015,110105,110143117,11,21,3,16,12,2,,,7,73,52,7,3,
2015,110105,110143117,12,21,10,34,18,7,,,31,151,52,17,11,
2015,110105,110143137,8,21,,,,,,,,,,,,
2015,110105,110143139,4,21,,,,,,,,,,,,
2015,110105,110143158,7,21,,,,,,,,,,,,
2015,110106,110141122,4,21,,,,,,,,,,,,
2015,110106,110142126,6,21,,,,,,,,,,,,
2015,110106,110142149,4,21,69,69,15,22,32,,202,202,16,72,114,
2015,110106,110143061,6,21,,,,,,,,,,,,
2015,110106,110143125,4,21,,,,,,,,,,,,
2015,110106,110143127,8,21,,,,,,,,,,,,
2015,110106,110143155,5,21,,,,,,,,,,,,
2015,110201,110243001,6,21,,,,,,,,,,,,
2015,110201,110243001,7,21,,,,,,,,,,,,
2015,110201,110243001,8,21,,,,,,,,,,,,
2015,110201,110243001,9,21,,,,,,,,,,,,
2015,110201,110243002,8,21,,,,,,,,,,,,
2015,110201,110243002,9,21,,,,,,,,,,,,
2015,110201,110243002,10,21,,,,,,,,,,,,
2015,110201,110243024,8,21,,,,,,,,,,,,
2015,110201,110243024,9,21,,,,,,,,,,,,
2015,110201,110243024,11,21,,,,,,,,,,,,
2015,110201,110243024,12,21,,,,,,,,,,,,
2015,110202,110241004,8,21,,,,,,,,,,,,
2015,110203,110241005,6,21,,,,,,,,,,,,
2015,110203,110241005,8,21,,,,,,,,,,,,
2015,110203,110241005,12,21,,,,,,,,,,,,
2015,110204,110241006,8,21,,,,,,,,,,,,
2015,110204,110241006,12,21,,,,,,,,,,,,
2015,110204,110253007,7,21,,,,,,,,,,,,
2015,110204,110253007,8,21,,,,,,,,,,,,
2015,110204,110253007,9,21,,,,,,,,,,,,
2015,110204,110253007,12,21,,,,,,,,,,,,
2015,110205,110241009,8,21,,,,,,,,,,,,
2015,110205,110241009,9,21,,,,,,,,,,,,
2015,110205,110241009,12,21,,,,,,,,,,,,
2015,110207,110241010,4,21,13,13,9,4,0,0,62,104,34,29,2,0
2015,110207,110241010,5,21,8,8,4,4,,,34,50,21,13,2,
2015,110207,110241010,6,21,6,6,2,4,,,47,82,25,22,,
2015,110207,110241010,7,21,8,8,3,5,,,33,52,22,11,,
2015,110207,110241010,8,21,10,10,9,1,,,45,56,27,19,,
2015,110207,110241010,9,21,9,9,8,1,,,64,86,40,24,2,
2015,110207,110241010,10,21,8,10,6,2,,,27,50,20,7,1,
2015,110207,110241010,12,21,16,16,11,6,,,69,129,47,24,,
2015,110207,110243069,4,21,,,,,,,,,,,,
2015,110208,110241011,8,21,,,,,,,,,,,,
2015,110208,110241011,9,21,,,,,,,,,,,,
2015,110209,110241012,8,21,,,,,,,,,,,,
2015,110209,110243013,5,21,,,,,,,,,,,,
2015,110209,110243058,8,21,,,,,,,,,,,,
2015,110210,110241014,4,21,4,10,2,2,0,0,24,31,23,1,0,0
2015,110210,110241014,5,21,4,10,2,2,,,25,32,23,2,,
2015,110210,110241014,6,21,4,10,2,2,,,24,31,22,2,,
2015,110210,110241014,7,21,4,8,2,2,,,23,30,22,1,,
2015,110210,110241014,8,21,4,10,2,2,,,24,31,22,2,,
2015,110210,110241014,9,21,2,5,1,1,,,20,24,19,1,,
2015,110210,110241014,10,21,4,6,2,2,,,21,24,19,2,,
2015,110210,110241014,11,21,4,7,2,2,,,21,24,20,1,0,0
2015,110210,110241014,12,21,2,4,1,1,,,20,23,19,1,,
2015,110210,110242015,5,21,,,,,,,,,,,,
2015,110210,110242015,7,21,,,,,,,,,,,,
2015,110210,110242015,8,21,,,,,,,,,,,,
2015,110211,110241016,4,21,13,14,12,1,1,,51,56,39,11,6,
2015,110211,110241016,5,21,13,13,12,1,,,90,96,65,25,6,
2015,110211,110241016,6,21,14,15,10,3,2,,66,67,48,14,5,
2015,110211,110241016,7,21,7,13,6,1,6,,79,84,64,14,6,
2015,110211,110241016,8,21,30,30,17,13,0,0,48,55,38,9,3,0
2015,110211,110241016,9,21,34,38,32,2,4,,84,90,65,19,6,
2015,110211,110241016,10,21,18,21,13,5,3,,86,92,64,22,6,
2015,110211,110241016,11,21,20,20,19,1,,,74,79,65,9,5,
2015,110211,110241016,12,21,,,,,,,,,,,,
2015,110211,110242020,4,21,18,22,18,,,,108,109,108,,,
2015,110211,110242020,5,21,23,25,23,,,,96,97,96,,,
2015,110211,110242020,6,21,14,15,14,,,,102,103,102,,,
2015,110211,110242020,7,21,23,24,23,,,,96,98,96,,,
2015,110211,110242020,8,21,,,,,,,,,,,,
2015,110211,110242020,9,21,27,27,27,,,,128,129,128,,,
2015,110211,110242020,12,21,20,21,20,,,,101,104,101,,,
2015,110211,110243017,8,21,,,,,,,,,,,,
2015,110211,110243018,4,21,35,42,17,22,3,,15,20,7,9,4,
2015,110211,110243018,5,21,40,57,22,30,5,,20,26,13,9,4,
2015,110211,110243018,6,21,37,63,15,45,3,,12,17,8,7,2,
2015,110211,110243018,7,21,21,52,10,38,4,,17,28,8,18,2,
2015,110211,110243018,8,21,17,48,10,34,4,,25,37,13,21,3,
2015,110211,110243018,9,21,10,31,5,25,1,,17,30,8,20,2,
2015,110211,110243018,10,21,12,30,4,24,2,,13,27,6,20,1,
2015,110211,110243018,11,21,16,25,3,19,3,,11,30,4,23,3,
2015,110211,110243018,12,21,22,34,12,19,3,,7,24,3,20,1,
2015,110211,110243019,10,21,,,,,,,,,,,,
2015,110211,110243021,4,21,,,,,,,,,,,,
2015,110211,110243021,5,21,,,,,,,,,,,,
2015,110211,110243021,6,21,,,,,,,,,,,,
2015,110211,110243021,7,21,,,,,,,,,,,,
2015,110211,110243021,8,21,,,,,,,,,,,,
2015,110211,110243021,9,21,,,,,,,,,,,,
2015,110211,110243021,10,21,90,131,54,25,52,,204,258,84,72,102,
2015,110211,110243021,11,21,185,354,41,35,90,,147,166,103,117,134,
2015,110211,110243021,12,21,195,395,35,42,95,,160,180,95,120,153,
2015,110211,110243022,4,21,,,,,,,,,,,,
2015,110211,110243022,5,21,,,,,,,,,,,,
2015,110211,110243022,6,21,,,,,,,,,,,,
2015,110211,110243022,7,21,,,,,,,,,,,,
2015,110211,110243022,8,21,,,,,,,,,,,,
2015,110211,110243035,8,21,,,,,,,,,,,,
2015,110212,110241023,4,21,32,35,15,8,9,,50,61,32,5,13,
2015,110212,110241023,5,21,14,15,3,3,8,,42,48,26,12,9,
2015,110212,110241023,6,21,7,7,5,,2,,24,39,13,12,8,
2015,110212,110241023,7,21,28,35,7,9,12,,59,66,29,13,17,
2015,110212,110241023,8,21,38,47,12,12,,,55,79,19,17,,
2015,110212,110241023,9,21,9,11,,6,3,,38,43,17,13,8,
2015,110212,110241023,10,21,,,,,,,,,,,,
2015,110212,110241023,11,21,14,17,2,10,,,61,81,23,22,15,
2015,110212,110241023,12,21,20,28,1,9,10,,59,75,27,15,17,
2015,110212,110242029,8,21,,,,,,,,,,,,
2015,110212,110243027,4,21,13,22,4,16,,,185,339,82,242,24,
2015,110212,110243027,5,21,20,24,7,23,,,143,350,74,239,43,
2015,110212,110243027,6,21,17,34,15,20,,,135,252,56,160,39,
2015,110212,110243027,7,21,32,52,17,36,,,200,339,80,208,53,
2015,110212,110243027,8,21,31,45,17,27,,,158,298,73,139,43,
2015,110212,110243027,9,21,49,74,22,51,,,213,335,201,201,34,
2015,110212,110243027,10,21,36,68,15,55,,,162,332,67,239,31,
2015,110212,110243027,11,21,30,67,10,57,,,203,337,103,189,44,
2015,110212,110243027,12,21,32,60,16,46,,,203,399,72,176,7,
2015,110213,110241031,8,21,0,,,,,,,,,,,
2015,110214,110241032,8,21,0,,,,,,,,,,,
2015,110215,110241033,7,21,,,,,,,,,,,,
2015,110215,110241033,11,21,,,,,,,,,,,,
2015,110215,110243034,6,21,,,,,,,,,,,,
2015,110215,110243034,8,21,,,,,,,,,,,,
2015,110215,110243036,4,21,,,,,,,,,,,,
2015,110215,110243036,8,21,,,,,,,,,,,,
2015,110216,110241037,8,21,,,,,,,,,,,,
2015,110216,110243038,8,21,,,,,,,,,,,,
2015,110216,110243038,9,21,,,,,,,,,,,,
2015,110216,110243039,7,21,,,,,,,,,,,,
2015,110216,110243039,8,21,,,,,,,,,,,,
2015,110216,110243067,7,21,,,,,,,,,,,,
2015,110216,110243067,12,21,,,,,,,,,,,,
2015,110217,110241040,8,21,0,,,,,,,,,,,
2015,110218,110241041,8,21,,,,,,,,,,,,
2015,110218,110243025,4,21,,,,,,,,,,,,
2015,110218,110243025,5,21,,,,,,,,,,,,
2015,110218,110243025,6,21,,,,,,,,,,,,
2015,110218,110243025,7,21,,,,,,,,,,,,
2015,110218,110243025,11,21,,,,,,,,,,,,
2015,110218,110243025,12,21,,,,,,,,,,,,
2015,110218,110243028,4,21,,,,,,,,,,,,
2015,110218,110243028,5,21,,,,,,,,,,,,
2015,110218,110243028,6,21,,,,,,,,,,,,
2015,110218,110243028,7,21,,,,,,,,,,,,
2015,110218,110243028,8,21,,,,,,,,,,,,
2015,110218,110243028,9,21,,,,,,,,,,,,
2015,110218,110243028,10,21,,,,,,,,,,,,
2015,110219,110241045,4,21,21,32,10,3,5,,64,125,29,25,13,
2015,110219,110241045,5,21,16,22,6,,1,,60,125,28,37,7,
2015,110219,110241045,6,21,13,20,8,2,3,,53,115,33,14,6,
2015,110219,110241045,7,21,13,19,12,,3,,47,121,27,19,21,
