cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cCO_LOFEMI_NU_1014a,cCO_LOFEMI_NU_1519a,cCO_LOFEMI_NU_2024a,cCO_LOFEMI_NU_2599a,cCO_LOFEMI_UR_1014a,cCO_LOFEMI_UR_1519a,cCO_LOFEMI_UR_2024a,cCO_LOFEMI_UR_2599a,cCO_LOFEMI_PDV_1014a,cCO_LOFEMI_PDV_1519a,cCO_LOFEMI_PDV_2024a,cCO_LOFEMI_PDV_2599a,cCO_OVMIC_NU_1014a,cCO_OVMIC_NU_1519a,cCO_OVMIC_NU_2024a,cCO_OVMIC_NU_2599a,cCO_OVMIC_UR_1014a,cCO_OVMIC_UR_1519a,cCO_OVMIC_UR_2024a,cCO_OVMIC_UR_2599a,cCO_OVMIC_PDV_1014a,cCO_OVMIC_PDV_1519a,cCO_OVMIC_PDV_2024a,cCO_OVMIC_PDV_2599a,cCI_DEPO_NU_1014a,cCI_DEPO_NU_1519a,cCI_DEPO_NU_2024a,cCI_DEPO_NU_2599a,cCI_DEPO_UR_1014a,cCI_DEPO_UR_1519a,cCI_DEPO_UR_2024a,cCI_DEPO_UR_2599a,cCI_DEPO_PDV_1014a,cCI_DEPO_PDV_1519a,cCI_DEPO_PDV_2024a,cCI_DEPO_PDV_2599a,cCI_MEG_NU_1014a,cCI_MEG_NU_1519a,cCI_MEG_NU_2024a,cCI_MEG_NU_2599a,cCI_MEG_UR_1014a,cCI_MEG_UR_1519a,cCI_MEG_UR_2024a,cCI_MEG_UR_2599a,cCI_MEG_PDV_1014a,cCI_MEG_PDV_1519a,cCI_MEG_PDV_2024a,cCI_MEG_PDV_2599a,cSPV_CONC_NU_1014a,cSPV_CONC_NU_1519a,cSPV_CONC_NU_2024a,cSPV_CONC_NU_2599a,cSPV_CONC_UR_1014a,cSPV_CONC_UR_1519a,cSPV_CONC_UR_2024a,cSPV_CONC_UR_2599a,cSPV_CONC_PDV_1014a,cSPV_CONC_PDV_1519a,cSPV_CONC_PDV_2024a,cSPV_CONC_PDV_2599a,cBAR_M_NU_1014a,cBAR_M_NU_1519a,cBAR_M_NU_2024a,cBAR_M_NU_2599a,cBAR_M_UR_1014a,cBAR_M_UR_1519a,cBAR_M_UR_2024a,cBAR_M_UR_2599a,cBAR_M_PDV_1014a,cBAR_M_PDV_1519a,cBAR_M_PDV_2024a,cBAR_M_PDV_2599a,cBAR_F_NU_1014a,cBAR_F_NU_1519a,cBAR_F_NU_2024a,cBAR_F_NU_2599a,cBAR_F_UR_1014a,cBAR_F_UR_1519a,cBAR_F_UR_2024a,cBAR_F_UR_2599a,cBAR_F_PDV_1014a,cBAR_F_PDV_1519a,cBAR_F_PDV_2024a,cBAR_F_PDV_2599a,cBAR_DIU_NU_1014a,cBAR_DIU_NU_1519a,cBAR_DIU_NU_2024a,cBAR_DIU_NU_2599a,cBAR_DIU_UR_1014a,cBAR_DIU_UR_1519a,cBAR_DIU_UR_2024a,cBAR_DIU_UR_2599a,cBAR_DIU_PDV_1014a,cBAR_DIU_PDV_1519a,cBAR_DIU_PDV_2024a,cBAR_DIU_PDV_2599a,cIPLT_IPLN_NU_1014a,cIPLT_IPLN_NU_1519a,cIPLT_IPLN_NU_2024a,cIPLT_IPLN_NU_2599a,cIPLT_IPLN_UR_1014a,cIPLT_IPLN_UR_1519a,cIPLT_IPLN_UR_2024a,cIPLT_IPLN_UR_2599a,cIPLT_IPLN_PDV_1014a,cIPLT_IPLN_PDV_1519a,cIPLT_IPLN_PDV_2024a,cIPLT_IPLN_PDV_2599a,cNAT_COCY_NU_1014a,cNAT_COCY_NU_1519a,cNAT_COCY_NU_2024a,cNAT_COCY_NU_2599a,cNAT_COCY_UR_1014a,cNAT_COCY_UR_1519a,cNAT_COCY_UR_2024a,cNAT_COCY_UR_2599a,cNAT_COCY_PDV_1014a,cNAT_COCY_PDV_1519a,cNAT_COCY_PDV_2024a,cNAT_COCY_PDV_2599a,cNAT_MAMA_NU_1014a,cNAT_MAMA_NU_1519a,cNAT_MAMA_NU_2024a,cNAT_MAMA_NU_2599a,cNAT_MAMA_UR_1014a,cNAT_MAMA_UR_1519a,cNAT_MAMA_UR_2024a,cNAT_MAMA_UR_2599a,cNAT_MAMA_PDV_1014a,cNAT_MAMA_PDV_1519a,cNAT_MAMA_PDV_2024a,cNAT_MAMA_PDV_2599a,cNAT_PFN_NU_1014a,cNAT_PFN_NU_1519a,cNAT_PFN_NU_2024a,cNAT_PFN_NU_2599a,cNAT_PFN_UR_1014a,cNAT_PFN_UR_1519a,cNAT_PFN_UR_2024a,cNAT_PFN_UR_2599a,cNAT_PFN_PDV_1014a,cNAT_PFN_PDV_1519a,cNAT_PFN_PDV_2024a,cNAT_PFN_PDV_2599a,cCCV_LST_NU_1014a,cCCV_LST_NU_1519a,cCCV_LST_NU_2024a,cCCV_LST_NU_2599a,cCCV_LST_UR_1014a,cCCV_LST_UR_1519a,cCCV_LST_UR_2024a,cCCV_LST_UR_2599a,cCCV_LST_PDV_1014a,cCCV_LST_PDV_1519a,cCCV_LST_PDV_2024a,cCCV_LST_PDV_2599a,cCCV_VAS_NU_1014a,cCCV_VAS_NU_1519a,cCCV_VAS_NU_2024a,cCCV_VAS_NU_2599a,cCCV_VAS_UR_1014a,cCCV_VAS_UR_1519a,cCCV_VAS_UR_2024a,cCCV_VAS_UR_2599a,cCCV_VAS_PDV_1014a,cCCV_VAS_PDV_1519a,cCCV_VAS_PDV_2024a,cCCV_VAS_PDV_2599a,cPF_TOT_NU_1014a,cPF_TOT_NU_1519a,cPF_TOT_NU_2024a,cPF_TOT_NU_2599a,cPF_TOT_NU,cPF_TOT_UR_1014a,cPF_TOT_UR_1519a,cPF_TOT_UR_2024a,cPF_TOT_UR_2599a,cPF_TOT_UR,cPF_TOT_PDV_1014a,cPF_TOT_PDV_1519a,cPF_TOT_PDV_2024a,cPF_TOT_PDV_2599a,cPF_TOT_PDV
2016,340114,340141023,4,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,114,143,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,4,6,0,104,93,310,0,0,0,0,0,0,0,0,0,0,7,118,0,0,0,0,0,2,1,0,0,11,8,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,29,0,229,252,902,1383,0,0,0,0,0
2016,340114,340141023,5,21,,,,,,,,3,,,,,,,,,,,,,,,,,,6,3,6,,120,146,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,2,8,,,,,,5,7,10,,109,100,320,,,,,,,,,,,7,118,,,,,,1,2,,,13,10,128,,,,5,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,0,12,13,20,45,0,242,265,922,1429,0,0,0,5,5
2016,340114,340141023,6,21,,,,,,,,3,,,,,,,,,,,,,,,,,,5,6,7,0,125,149,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,2,3,8,,111,103,328,,,,,,,,,,,7,118,,,,,,,2,,,13,12,123,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,7,11,15,33,0,249,273,932,1454,0,0,0,0,0
2016,340114,340141023,7,21,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,3,,125,151,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,2,13,,,,,,6,3,7,0,117,106,335,,,,,,,,,,,7,118,,,,,,3,2,,0,15,14,123,,,,3,,,,,,,,,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,0,9,7,18,34,0,257,280,951,1488,0,0,0,3,3
2016,340114,340141023,8,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,130,155,359,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,13,0,0,0,0,0,6,5,5,0,123,111,340,0,0,0,,0,0,0,0,0,0,7,118,0,0,0,0,0,0,0,1,0,15,14,124,0,0,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,0,11,9,11,31,0,268,289,962,1519,0,0,0,0,0
2016,340114,340141023,9,21,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,132,157,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,2,15,,,,,,,,3,0,123,111,343,,,,,,,,,,,7,118,,,,,,,,,,15,14,124,,,,,,,,,,,,,,,,,,,,5,,,,10,,,,,,,,,,,,,,,,,0,2,2,10,14,0,270,291,969,1530,0,0,0,0,0
2016,340114,340141023,10,21,,,,,,,,3,,,,,,,,,,,,,,,,,,2,4,2,0,134,161,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,4,7,,123,115,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,0,2,8,9,19,0,257,278,739,1274,0,0,0,0,0
2016,340114,340141023,11,21,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,140,166,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,26,0,0,0,0,0,15,17,34,0,138,132,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,10,,,,,0,0,0,0,0,0,0,0,,,,,0,21,22,48,91,0,278,300,787,1365,0,0,0,1,1
2016,340114,340141023,12,21,,,,,,,,2,,,,,,,,,,,,,,,,,,4,3,2,0,144,169,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,0,0,5,48,,,,,,16,14,10,0,154,146,394,,,,,,,,,,,,,,,,,,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,4,0,0,0,0,14,,,,,,,,,,,,,,,,,0,22,24,34,80,0,300,320,824,1444,0,0,0,0,0
2016,340115,340143025,1,21,,,,,,29,64,28,,,,,,,,,,4,1,2,,,,,,,,,,,,,,,,,,,2,4,,143,161,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,20,91,165,,,,,,,,,,,,,,,,,,1,4,,,3,18,68,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,7,8,16,,199,335,446,980,,,,,0
2016,340115,340143025,2,21,,2,1,,,29,64,28,,,,,,,,,,4,1,2,,,,,,1,3,6,,143,163,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,,19,92,168,,,,,,,,,,,,,,,,,,,2,1,,1,16,66,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,5,7,13,25,0,196,336,451,983,0,0,0,0,0
2016,340115,340143025,3,21,,,,,,29,64,28,,,,,,,,,,4,1,2,,,,,,3,4,7,,144,166,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,21,93,173,,,,,,,,,,,,,,,,,,1,3,1,0,1,13,65,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,10,9,23,0,199,337,461,997,0,0,0,0,0
2016,340115,340143025,4,21,,,1,1,,29,64,28,,,,,,,,,,4,1,2,,,,,,1,4,4,,144,166,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,21,96,174,,,,,,,,,,,,,,,,,1,1,2,2,,,9,65,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,2,9,10,22,0,198,336,469,1003,0,0,0,0,0
2016,340115,340143025,5,21,,,,,,29,65,29,,,,,,,,,,4,1,2,,,,,,,1,2,,145,170,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,,19,98,174,,,,,,,,,,,,,,,,,,2,5,1,,,10,67,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,7,7,18,0,197,344,476,1017,0,0,0,0,0
2016,340115,340143025,6,21,,,,,,29,65,29,,,,,,,,,,4,1,2,,,,,,1,1,1,,145,171,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,21,99,178,,,,,,,,,,,,,,,,,,,4,2,,,6,67,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,6,6,16,0,199,342,482,1023,0,0,0,0,0
2016,340115,340143025,7,21,0,0,0,0,0,29,65,29,,,,,,,,,,4,1,2,,,,,0,1,2,2,0,146,172,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,24,99,180,,,,,,,,,,,,,,,,,0,2,3,6,0,0,8,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,7,10,21,0,203,345,486,1034,0,0,0,0,0
2016,340115,340143025,8,21,,,,,,29,65,29,,,,,,,,,,4,1,2,,,,,,6,4,9,,147,174,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,,25,101,182,,,,,,,,,,,,,,,,,,1,,2,,2,9,73,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,5,16,29,0,207,350,495,1052,0,0,0,0,0
2016,340115,340143025,9,21,,,,,,29,65,29,,,,,,,,,,4,1,2,,,,,0,1,2,2,,153,178,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,,26,102,187,,,,,,,,,,,,,,,,,0,2,3,2,,1,7,71,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,5,6,7,18,0,213,353,507,1073,0,0,0,0,0
2016,340115,340143025,10,21,,3,3,3,,,,,,,,,,,,,,,,,,,,,,1,0,7,0,154,180,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,,28,103,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,4,15,27,0,182,283,409,874,0,0,0,0,0
2016,340115,340143025,11,21,0,0,0,1,0,32,68,33,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,2,0,0,0,155,180,226,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,0,32,104,195,0,0,0,0,,,,,,,,,,,,,0,1,0,2,0,0,6,69,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,0,7,4,4,15,0,223,359,526,1108,0,0,0,0,0
2016,340115,340143025,12,21,,1,2,1,,34,74,37,,,,,,,,,,4,1,2,,,,,,2,2,5,,157,194,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,104,195,,,1,3,,,,,,,,,,,,,,2,,1,,,4,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,7,16,0,227,377,558,1162,0,0,1,3,4
2016,340116,340141026,1,21,,,,,,3,6,4,,,,,,,,,,,1,,,,,,,,2,1,,10,49,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,,,,,,,,,,4,4,8,,,,,,,,,,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,30,70,167,267,,,,,
2016,340116,340141026,2,21,,2,1,1,0,5,7,5,,,,,,,,,,,1,,,,,,,2,2,4,0,12,51,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,6,,,,,,,,,,4,4,8,,,,,,12,6,10,0,19,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,9,16,41,0,46,79,183,308,0,0,0,0,0
2016,340116,340141026,3,21,,,,,,5,7,5,,,,,,1,,,,1,1,,,,,,,4,4,1,,14,53,148,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,7,,,,,,,,,,4,4,8,,,,,,7,4,6,,26,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,8,8,28,0,56,85,188,329,0,2,3,3,8
2016,340116,340141026,4,21,,1,,,,6,7,5,,,,,,,,,,1,1,,,,,,,3,1,3,,17,50,149,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,,,,,,,,,,4,4,8,,,,,1,13,5,2,1,39,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,6,5,29,1,73,87,191,352,0,0,4,2,6
2016,340116,340141026,5,21,,,,,,6,7,5,,,,,,,,,,1,1,,,,,,,,2,7,0,17,52,156,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,,,,,,,,,,4,4,8,,,,,1,6,2,5,2,45,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,12,23,2,79,91,203,375,0,0,0,3,3
2016,340116,340141026,6,21,,1,,,,6,7,5,,1,,,,,,,,1,1,,,,,,,1,1,2,,16,52,156,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,,,,,,,,,,4,4,8,,,,,,6,3,6,2,51,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,4,8,20,2,84,94,209,389,0,3,1,2,6
2016,340116,340141026,7,21,,,,,,4,7,5,0,2,0,0,,,,,,1,1,,,,,,1,,5,1,1,13,57,151,0,3,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,4,7,,,,,,,,,,4,4,8,,,,,,4,2,1,2,55,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,2,15,3,84,101,205,393,0,5,0,6,11
2016,340116,340141026,8,21,,,,,,6,7,5,,,,,,,,,,1,1,,,,,,,,,2,1,15,57,155,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,8,4,7,,,,,,,,,,4,4,8,,,,,,3,2,4,2,58,30,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,12,3,92,103,211,409,0,1,0,4,5
2016,340116,340141026,9,21,,,,,,6,7,4,,,,1,,,,,,1,1,,,,,,,,2,1,1,15,56,153,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,7,,,,,,,,,,4,4,8,,,,,1,3,5,3,3,61,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,4,15,4,95,107,211,417,0,0,3,4,7
2016,340116,340141026,10,21,,,,,,6,7,5,,,,,,,,,,1,1,,,,,,,,,1,1,15,54,149,1,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,7,,,,,,,,,,4,4,8,,,,,,8,3,6,3,69,38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,7,18,4,103,108,214,429,1,0,2,5,8
2016,340116,340141026,11,21,,,,,,6,7,5,,,,,,,,,,1,1,,,,,,,1,,1,1,16,51,148,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8,5,7,,,,,,,,,,4,4,8,,,,,,5,3,2,3,74,41,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,3,13,4,109,109,215,437,0,0,3,2,5
2016,340116,340141026,12,21,,,,,,6,7,5,,,,,,,,,,1,1,,,,,,,1,,,1,15,50,145,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,4,1,3,,14,7,13,,,,,,,,,,4,4,8,,,,,,1,3,1,3,75,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,11,21,4,115,113,219,451,0,2,1,3,6
2016,340116,340151027,1,21,,,,,,,5,8,,,,,,,,,,,,,,,,,,,2,,,10,26,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,14,,,,,,,,,,,,,,,,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,14,39,103,,,,,,
2016,340116,340151027,2,21,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,10,26,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,14,,,,,,,,,,,,,,,,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,0,14,34,96,144,0,0,0,0,0
2016,340116,340151027,3,21,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,10,26,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,14,,,,,,,,,,,,,,,,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,0,14,34,96,144,0,0,0,0,0
2016,340116,340151027,4,21,,,,,,3,6,19,,,,,,,,,,,,,,,,,,1,,1,,14,32,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,2,9,,1,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0,2,3,14,19,0,18,44,127,189,0,0,0,0,0
2016,340116,340151027,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,33,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,23,,,,,,,,,,,,,,,,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0,0,1,0,1,0,19,43,134,196,0,0,0,0,0
2016,340116,340151027,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,14,33,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,2,2,4,,2,8,23,,,,,,,,,,,,,,,,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0,4,4,9,17,0,19,43,134,196,0,0,0,0,0
2016,340116,340151027,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,16,34,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,4,10,27,,,,,,,,,,,,,,,,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0,1,1,1,3,0,23,47,156,226,0,0,0,0,0
2016,340116,340151027,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,18,37,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,4,10,27,,,,,,,,,,,,,,,,,1,1,1,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,2,3,3,9,0,25,49,157,231,0,0,0,0,0
2016,340116,340151027,9,21,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,18,40,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,1,4,,,,,0,1,3,4,0,4,10,27,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0,3,3,9,15,0,23,51,158,232,0,0,0,0,0
2016,340116,340151027,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,42,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,8,,,,,,3,3,9,0,5,13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0,3,3,13,19,0,24,56,168,248,0,0,0,0,0
2016,340116,340151027,11,21,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,20,43,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,8,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,0,28,60,182,270,0,0,0,0,0
2016,340116,340151027,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,21,44,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,0,0,1,12,,,,,,6,,2,,9,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,0,8,0,12,20,0,30,61,181,272,0,0,0,0,0
