cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cCO_LOFEMI_NU_1014a,cCO_LOFEMI_NU_1519a,cCO_LOFEMI_NU_2024a,cCO_LOFEMI_NU_2599a,cCO_LOFEMI_UR_1014a,cCO_LOFEMI_UR_1519a,cCO_LOFEMI_UR_2024a,cCO_LOFEMI_UR_2599a,cCO_LOFEMI_PDV_1014a,cCO_LOFEMI_PDV_1519a,cCO_LOFEMI_PDV_2024a,cCO_LOFEMI_PDV_2599a,cCO_OVMIC_NU_1014a,cCO_OVMIC_NU_1519a,cCO_OVMIC_NU_2024a,cCO_OVMIC_NU_2599a,cCO_OVMIC_UR_1014a,cCO_OVMIC_UR_1519a,cCO_OVMIC_UR_2024a,cCO_OVMIC_UR_2599a,cCO_OVMIC_PDV_1014a,cCO_OVMIC_PDV_1519a,cCO_OVMIC_PDV_2024a,cCO_OVMIC_PDV_2599a,cCI_DEPO_NU_1014a,cCI_DEPO_NU_1519a,cCI_DEPO_NU_2024a,cCI_DEPO_NU_2599a,cCI_DEPO_UR_1014a,cCI_DEPO_UR_1519a,cCI_DEPO_UR_2024a,cCI_DEPO_UR_2599a,cCI_DEPO_PDV_1014a,cCI_DEPO_PDV_1519a,cCI_DEPO_PDV_2024a,cCI_DEPO_PDV_2599a,cCI_MEG_NU_1014a,cCI_MEG_NU_1519a,cCI_MEG_NU_2024a,cCI_MEG_NU_2599a,cCI_MEG_UR_1014a,cCI_MEG_UR_1519a,cCI_MEG_UR_2024a,cCI_MEG_UR_2599a,cCI_MEG_PDV_1014a,cCI_MEG_PDV_1519a,cCI_MEG_PDV_2024a,cCI_MEG_PDV_2599a,cSPV_CONC_NU_1014a,cSPV_CONC_NU_1519a,cSPV_CONC_NU_2024a,cSPV_CONC_NU_2599a,cSPV_CONC_UR_1014a,cSPV_CONC_UR_1519a,cSPV_CONC_UR_2024a,cSPV_CONC_UR_2599a,cSPV_CONC_PDV_1014a,cSPV_CONC_PDV_1519a,cSPV_CONC_PDV_2024a,cSPV_CONC_PDV_2599a,cBAR_M_NU_1014a,cBAR_M_NU_1519a,cBAR_M_NU_2024a,cBAR_M_NU_2599a,cBAR_M_UR_1014a,cBAR_M_UR_1519a,cBAR_M_UR_2024a,cBAR_M_UR_2599a,cBAR_M_PDV_1014a,cBAR_M_PDV_1519a,cBAR_M_PDV_2024a,cBAR_M_PDV_2599a,cBAR_F_NU_1014a,cBAR_F_NU_1519a,cBAR_F_NU_2024a,cBAR_F_NU_2599a,cBAR_F_UR_1014a,cBAR_F_UR_1519a,cBAR_F_UR_2024a,cBAR_F_UR_2599a,cBAR_F_PDV_1014a,cBAR_F_PDV_1519a,cBAR_F_PDV_2024a,cBAR_F_PDV_2599a,cBAR_DIU_NU_1014a,cBAR_DIU_NU_1519a,cBAR_DIU_NU_2024a,cBAR_DIU_NU_2599a,cBAR_DIU_UR_1014a,cBAR_DIU_UR_1519a,cBAR_DIU_UR_2024a,cBAR_DIU_UR_2599a,cBAR_DIU_PDV_1014a,cBAR_DIU_PDV_1519a,cBAR_DIU_PDV_2024a,cBAR_DIU_PDV_2599a,cIPLT_IPLN_NU_1014a,cIPLT_IPLN_NU_1519a,cIPLT_IPLN_NU_2024a,cIPLT_IPLN_NU_2599a,cIPLT_IPLN_UR_1014a,cIPLT_IPLN_UR_1519a,cIPLT_IPLN_UR_2024a,cIPLT_IPLN_UR_2599a,cIPLT_IPLN_PDV_1014a,cIPLT_IPLN_PDV_1519a,cIPLT_IPLN_PDV_2024a,cIPLT_IPLN_PDV_2599a,cNAT_COCY_NU_1014a,cNAT_COCY_NU_1519a,cNAT_COCY_NU_2024a,cNAT_COCY_NU_2599a,cNAT_COCY_UR_1014a,cNAT_COCY_UR_1519a,cNAT_COCY_UR_2024a,cNAT_COCY_UR_2599a,cNAT_COCY_PDV_1014a,cNAT_COCY_PDV_1519a,cNAT_COCY_PDV_2024a,cNAT_COCY_PDV_2599a,cNAT_MAMA_NU_1014a,cNAT_MAMA_NU_1519a,cNAT_MAMA_NU_2024a,cNAT_MAMA_NU_2599a,cNAT_MAMA_UR_1014a,cNAT_MAMA_UR_1519a,cNAT_MAMA_UR_2024a,cNAT_MAMA_UR_2599a,cNAT_MAMA_PDV_1014a,cNAT_MAMA_PDV_1519a,cNAT_MAMA_PDV_2024a,cNAT_MAMA_PDV_2599a,cNAT_PFN_NU_1014a,cNAT_PFN_NU_1519a,cNAT_PFN_NU_2024a,cNAT_PFN_NU_2599a,cNAT_PFN_UR_1014a,cNAT_PFN_UR_1519a,cNAT_PFN_UR_2024a,cNAT_PFN_UR_2599a,cNAT_PFN_PDV_1014a,cNAT_PFN_PDV_1519a,cNAT_PFN_PDV_2024a,cNAT_PFN_PDV_2599a,cCCV_LST_NU_1014a,cCCV_LST_NU_1519a,cCCV_LST_NU_2024a,cCCV_LST_NU_2599a,cCCV_LST_UR_1014a,cCCV_LST_UR_1519a,cCCV_LST_UR_2024a,cCCV_LST_UR_2599a,cCCV_LST_PDV_1014a,cCCV_LST_PDV_1519a,cCCV_LST_PDV_2024a,cCCV_LST_PDV_2599a,cCCV_VAS_NU_1014a,cCCV_VAS_NU_1519a,cCCV_VAS_NU_2024a,cCCV_VAS_NU_2599a,cCCV_VAS_UR_1014a,cCCV_VAS_UR_1519a,cCCV_VAS_UR_2024a,cCCV_VAS_UR_2599a,cCCV_VAS_PDV_1014a,cCCV_VAS_PDV_1519a,cCCV_VAS_PDV_2024a,cCCV_VAS_PDV_2599a,cPF_TOT_NU_1014a,cPF_TOT_NU_1519a,cPF_TOT_NU_2024a,cPF_TOT_NU_2599a,cPF_TOT_NU,cPF_TOT_UR_1014a,cPF_TOT_UR_1519a,cPF_TOT_UR_2024a,cPF_TOT_UR_2599a,cPF_TOT_UR,cPF_TOT_PDV_1014a,cPF_TOT_PDV_1519a,cPF_TOT_PDV_2024a,cPF_TOT_PDV_2599a,cPF_TOT_PDV
2015,510717,510741022,5,21,,2,1,,,10,10,25,,,,1,,,,,,2,,1,,,,,,5,1,1,,39,104,41,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,,1,11,53,,,,,,5,5,11,,12,43,37,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,29,,,,,,,,,,,,,,,,,,13,8,21,42,,64,168,186,418,,4,1,2,7
2015,510717,510741022,6,21,,2,,,,12,9,24,,,1,1,,,,,,2,,1,,,,,,8,,1,,46,104,42,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,53,,,,,,,,,,12,43,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,10,,1,11,,73,167,186,426,,1,1,1,3
2015,510717,510741022,7,21,,,1,,,12,10,23,,,,1,,,,,,2,,1,,,,,,3,,,,49,104,41,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,53,,,,,,,,,,12,43,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,3,1,,4,,76,168,184,428,,,,2,2
2015,510717,510741022,8,21,,2,,,14,10,23,,,,,1,,,,,2,2,1,,,,,,,2,2,2,,49,106,113,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,1,12,61,,,,,,8,9,13,,20,52,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,37,,,,,,,,,,,,,,,,,,12,12,31,55,16,82,194,261,553,0,2,,1,3
2015,510717,510741022,9,21,,,,,,14,10,22,,,,1,,,2,,,2,4,1,,,,,,,,,,49,106,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,61,,,,,,,,,,20,52,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,2,,2,,86,184,214,484,,,,1,1
2015,510717,510741022,10,21,,,,1,,14,10,22,,,,1,,,,,,2,4,1,,,,,,3,,1,,51,106,43,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,61,,,,,,,,,,20,52,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,3,,2,5,,88,184,214,486,,1,,1,2
2015,510717,510741022,11,21,,,,,,14,10,21,,,,1,,,,,,2,4,1,,,,,,2,1,,,53,107,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,12,61,,,,,,5,4,5,,25,56,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,42,,,,,,,,,,,,,,,,,,7,5,15,27,,95,189,223,507,,,,1,1
2015,510717,510741022,12,21,,,,,,12,10,21,,2,,,,,,,,2,4,1,,,,,,,,1,,51,105,43,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,51,,,,,,,,,,25,56,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,1,1,,91,187,213,491,,4,2,,6
2015,520102,520142005,5,21,,,,,,4,,14,,,,1,,,,,,,,6,,,,,,1,,,,32,,141,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,,,,,,,,,,,28,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,36,37,240,313,,1,,8,9
2015,520102,520142005,6,21,,,,,,,9,7,,,1,2,,,,,,,,6,,,,,,,3,,,,32,154,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,,,,,,,,,,,30,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,81,246,327,,,5,9,14
2015,520102,520142005,7,21,,,,,,5,11,,,,1,3,,,,,,,,6,,,,,,,3,1,,36,176,,,,3,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,,,,,,,,,,,31,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,,82,269,7,358,,,4,11,15
2015,520102,520142005,8,21,,1,,,,2,,13,,,,1,,,,,,1,,4,,,,,,2,,,,74,,101,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,32,74,,,,,,,,1,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,5,,77,43,205,325,,2,,8,10
2015,520102,520142005,9,21,,1,,,,5,,9,,1,,2,,,,,,1,,4,,,,,,,,,,39,,135,,3,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,13,,,,,,,,1,,32,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,88,0,240,328,,4,,7,11
2015,520102,520142005,10,21,,,,,,4,,6,,1,,1,,,,,,1,,7,,,,,,,4,,,,47,138,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,,,,,,,,,,,32,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,5,90,248,343,,1,,6,7
2015,520102,520142005,11,21,,,,,,,2,11,,,,1,,,,,,,3,8,,,,,,,3,,,,50,128,,,2,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,,,,,,,,,,,34,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,100,252,352,,,2,11,13
2015,520102,520142005,12,21,,,,,,,1,18,,,1,,,,,,,,4,10,,,,,,,1,,,,46,149,,,3,8,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,,,,,,,,,,,34,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,96,278,374,,,4,10,14
2015,520102,520153007,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,
2015,520102,520153007,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,
2015,520102,520153007,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,34,,,,,
2015,520102,520153007,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,
2015,520102,520153007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,
2015,520102,520153007,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,
2015,520102,520153007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,,
2015,520104,520151011,5,21,,,,,,6,9,10,,,,,,,,,,,,,,,,,,2,8,8,,40,47,196,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,13,,22,24,53,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,21,39,0,68,80,259,407,,1,,5,6
2015,520104,520151011,6,21,,1,1,1,,7,10,11,,,,,,,,,,,,,,,,,,5,7,7,,44,53,201,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,12,,2,13,24,,,2,4,,,,,,,,,,,,,,,11,8,,19,25,61,,3,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,24,28,60,,72,101,297,470,,4,13,16,33
2015,520104,520151011,7,21,,1,2,1,,8,11,11,,,1,1,,,,,,,,,,,,,,2,5,4,,45,56,204,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,24,,,,,,,,,,,,,,,,,,1,2,11,,20,25,60,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,16,29,,75,105,299,479,,1,5,14,20
2015,520104,520151011,8,21,,,1,1,,8,11,11,,,1,1,,,,,,,,,,,,,,7,14,16,,50,67,218,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,24,,,,,,,,,,,,,,,,,,1,6,10,,18,26,60,,3,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,21,27,56,,78,117,313,508,,5,9,13,27
2015,520104,520151011,9,21,,,1,1,,8,12,11,,,,1,,,,,,,,,,,,,,2,4,6,,51,69,220,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,1,4,10,,3,14,27,,,3,7,,,,,,,,,,,,,,,2,6,,17,25,54,,1,3,12,,,,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,3,11,32,46,,79,120,321,520,,2,8,24,34
2015,520104,520151011,10,21,,1,2,1,,9,14,11,,,,1,,,,,,,,,,,,,,4,6,5,,54,73,222,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,3,14,27,,,,,,,,,,,,,,,,,,2,5,13,,18,26,57,,1,4,10,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,7,13,19,39,,84,127,326,537,,2,6,14,22
2015,520104,520151011,11,21,,1,1,1,,10,14,12,,,1,,,,,,,,,,,,,,,4,4,3,,57,76,224,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,8,,,,,,2,5,8,,5,19,35,,,,,,,,,,,,,,,,,,3,6,6,,18,27,52,,3,5,11,,,,,,,,,,,,,,,,2,,,,6,,,,,,,,,,,,,,,,,,10,16,23,49,,90,136,337,563,,4,7,12,23
2015,520104,520151011,12,21,,1,3,,,11,16,12,,,,,,,,,,,,,,,,,,2,6,2,,58,81,224,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,5,19,35,,,,,,,,,,,,,,,,,,3,11,8,,19,32,51,,2,6,9,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,6,20,10,36,,93,148,336,577,,3,7,11,21
2015,520502,520541003,6,21,,2,,,,15,57,112,,2,,1,,,,,,,1,1,,,,,,1,2,1,,29,99,398,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,15,32,71,,,,,,,,,,,,5,,,,,,1,5,18,,17,46,54,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,4,7,19,30,,76,235,702,1013,,9,,1,10
2015,520502,520541003,7,21,,,,,,16,43,116,,4,3,3,,,,,,,3,2,,,,,,3,,2,,33,97,422,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,15,32,72,,,,,,,,,,,,5,,,,,1,3,11,17,1,34,49,68,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,1,6,11,19,37,1,98,224,746,1069,0,4,5,8,17
2015,520502,520541003,8,21,,,,,,14,43,115,,2,1,2,,,,,,,2,2,,1,,,,3,7,2,,33,114,418,,4,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,32,73,,,,,,,,,,,,5,,,,,,1,13,10,,15,57,71,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,4,20,12,36,,77,248,710,1035,,7,1,11,19
2015,520502,520541003,9,21,,,,,,15,53,120,,,,2,,,,,,,4,2,,,,,,1,2,,,46,120,388,,6,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,15,32,73,,,,,,,,,,,,5,,,,,,5,11,6,,23,64,82,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,6,13,6,25,0,99,273,731,1103,,6,4,36,46
2015,520502,520541003,10,21,,,,,,11,53,111,,6,4,9,,,,,,,2,,,,,,,1,3,1,,45,117,401,,10,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,1,,,,16,32,75,,,,,,,,,,,,5,,,,,1,2,7,5,1,15,55,71,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,1,4,10,6,21,1,87,259,724,1071,,16,13,22,51
2015,520502,520541003,11,21,,3,,,,11,51,100,,1,5,11,,,,,,,3,3,,,1,,,3,,,,45,135,408,,8,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,42,,,,,,,,,,20,40,82,,,,,,,,,,,,5,,,,,,3,10,9,,14,62,87,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,9,10,9,28,,92,293,755,1140,,9,17,23,49
2015,520502,520541003,12,21,,,1,,,16,53,103,,,1,,,,,,,,,3,,,3,,,,3,,,45,121,400,,6,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,42,,,,,,,,,,20,40,83,,,,,,,,,,,,5,,,,,,1,,8,,16,59,85,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,1,4,8,13,,99,275,749,1123,,6,26,11,43
2015,520502,520551005,6,21,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,13,13,,,,,
2015,520502,520551005,7,21,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,9,9,,,,,
2015,520502,520551005,8,21,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,3,11,15,,,,,
2015,520502,520551005,9,21,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,9,,,,,
2015,520502,520551005,10,21,,,,,,10,15,7,,,,,,,,,,,,,,,,,,,,,,19,31,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,46,89,165,,,,,
2015,520502,520551005,11,21,,1,,,,13,16,10,,,,2,,,,,,,,,,,,,,,,,,10,8,20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,,23,26,30,79,,,,3,3
2015,520502,520551005,12,21,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,,,10,3,18,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,5,,15,6,25,46,,,,2,2
2015,520503,520551014,6,21,,,,7,,,1,9,,,,,,,,1,,,,4,,,,,,,1,12,,,22,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,21,,,23,64,87,,,,,
2015,520503,520551014,7,21,,,,8,,,,10,,,,,,,,4,,,,8,,,,,,,1,6,,,20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,19,,,20,70,90,,,,,
2015,520503,520551014,8,21,,,,1,,,,6,,,,,,,,2,,,2,5,,,,,,,,8,,4,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,4,27,46,77,,,,,
