cAnnee,cCodeNiv,cCodeStru,uid_dhis2,cPeriode,cTypeRapport,cSRO_NJRS
2015,130312,130351017,LZ8ZZrY6a0u,07,21,
2015,130312,130351017,LZ8ZZrY6a0u,08,21,
2015,130312,130351017,LZ8ZZrY6a0u,09,21,30
2015,130312,130351017,LZ8ZZrY6a0u,10,21,
2015,130312,130351017,LZ8ZZrY6a0u,11,21,
2015,130312,130351017,LZ8ZZrY6a0u,12,21,
2015,130313,130341018,mwP5EF9Z6xp,07,21,
2015,130313,130341018,mwP5EF9Z6xp,08,21,
2015,130313,130341018,mwP5EF9Z6xp,09,21,
2015,130313,130341018,mwP5EF9Z6xp,10,21,
2015,130313,130341018,mwP5EF9Z6xp,11,21,
2015,130313,130341018,mwP5EF9Z6xp,12,21,
2015,130314,130341019,vmyOhZ1hScM,07,21,30
2015,130314,130341019,vmyOhZ1hScM,08,21,
2015,130314,130341019,vmyOhZ1hScM,10,21,30
2015,130314,130341019,vmyOhZ1hScM,11,21,
2015,130314,130341019,vmyOhZ1hScM,12,21,
2015,130315,130341021,udGt2fxOw0c,07,21,
2015,130315,130341021,udGt2fxOw0c,08,21,
2015,130315,130341021,udGt2fxOw0c,09,21,
2015,130315,130341021,udGt2fxOw0c,10,21,
2015,130315,130341021,udGt2fxOw0c,12,21,
2015,140101,140141001,O46k36uHZAs,04,21,0
2015,140101,140141001,O46k36uHZAs,05,21,
2015,140101,140141001,O46k36uHZAs,06,21,
2015,140101,140141001,O46k36uHZAs,07,21,0
2015,140101,140141001,O46k36uHZAs,08,21,
2015,140101,140141001,O46k36uHZAs,09,21,
2015,140101,140141001,O46k36uHZAs,10,21,
2015,140101,140141001,O46k36uHZAs,11,21,
2015,140101,140141001,O46k36uHZAs,12,21,
2015,140101,140141002,VLQE7JvppwC,04,21,0
2015,140101,140141002,VLQE7JvppwC,05,21,0
2015,140101,140141002,VLQE7JvppwC,06,21,
2015,140101,140141002,VLQE7JvppwC,07,21,0
2015,140101,140141002,VLQE7JvppwC,08,21,
2015,140101,140141002,VLQE7JvppwC,09,21,
2015,140101,140141002,VLQE7JvppwC,10,21,
2015,140101,140141002,VLQE7JvppwC,11,21,
2015,140101,140141002,VLQE7JvppwC,12,21,
2015,140101,140141003,mLhxV0BV3Pj,04,21,0
2015,140101,140141003,mLhxV0BV3Pj,05,21,
2015,140101,140141003,mLhxV0BV3Pj,06,21,
2015,140101,140141003,mLhxV0BV3Pj,07,21,
2015,140101,140141003,mLhxV0BV3Pj,08,21,
2015,140101,140141003,mLhxV0BV3Pj,09,21,
2015,140101,140141003,mLhxV0BV3Pj,10,21,
2015,140101,140141003,mLhxV0BV3Pj,11,21,
2015,140101,140141003,mLhxV0BV3Pj,12,21,
2015,140101,140141004,n9s26zU8SYS,04,21,0
2015,140101,140141004,n9s26zU8SYS,05,21,0
2015,140101,140141004,n9s26zU8SYS,06,21,
2015,140101,140141004,n9s26zU8SYS,07,21,0
2015,140101,140141004,n9s26zU8SYS,08,21,
2015,140101,140141004,n9s26zU8SYS,09,21,
2015,140101,140141004,n9s26zU8SYS,10,21,
2015,140101,140141004,n9s26zU8SYS,11,21,
2015,140101,140141004,n9s26zU8SYS,12,21,
2015,140101,140141005,yuBORM44fhM,04,21,0
2015,140101,140141005,yuBORM44fhM,05,21,0
2015,140101,140141005,yuBORM44fhM,06,21,
2015,140101,140141005,yuBORM44fhM,07,21,0
2015,140101,140141005,yuBORM44fhM,08,21,
2015,140101,140141005,yuBORM44fhM,09,21,
2015,140101,140141005,yuBORM44fhM,10,21,
2015,140101,140141005,yuBORM44fhM,11,21,
2015,140101,140141005,yuBORM44fhM,12,21,
2015,140101,140141006,JlrpqmnpunG,04,21,0
2015,140101,140141006,JlrpqmnpunG,05,21,
2015,140101,140141006,JlrpqmnpunG,06,21,
2015,140101,140141006,JlrpqmnpunG,07,21,
2015,140101,140141006,JlrpqmnpunG,08,21,
2015,140101,140141006,JlrpqmnpunG,09,21,
2015,140101,140141006,JlrpqmnpunG,10,21,
2015,140101,140141006,JlrpqmnpunG,11,21,
2015,140101,140141006,JlrpqmnpunG,12,21,
2015,140101,140141016,nFKTTaSZCYW,10,21,
2015,140101,140141016,nFKTTaSZCYW,11,21,
2015,140101,140141016,nFKTTaSZCYW,12,21,
2015,140101,140143008,Sxhg7O6f3mf,04,21,
2015,140101,140143008,Sxhg7O6f3mf,05,21,
2015,140101,140143008,Sxhg7O6f3mf,06,21,
2015,140101,140143008,Sxhg7O6f3mf,07,21,
2015,140101,140143008,Sxhg7O6f3mf,08,21,
2015,140101,140143008,Sxhg7O6f3mf,09,21,
2015,140101,140143008,Sxhg7O6f3mf,10,21,
2015,140101,140143008,Sxhg7O6f3mf,11,21,
2015,140101,140143008,Sxhg7O6f3mf,12,21,
2015,140101,140143009,aKDcVN4EeX7,04,21,
2015,140101,140143009,aKDcVN4EeX7,05,21,
2015,140101,140143009,aKDcVN4EeX7,06,21,
2015,140101,140143009,aKDcVN4EeX7,07,21,
2015,140101,140143009,aKDcVN4EeX7,08,21,
2015,140101,140143009,aKDcVN4EeX7,09,21,
2015,140101,140143009,aKDcVN4EeX7,10,21,
2015,140101,140143009,aKDcVN4EeX7,11,21,
2015,140101,140143011,L2xaWytfdAR,04,21,
2015,140101,140143011,L2xaWytfdAR,05,21,
2015,140101,140143011,L2xaWytfdAR,06,21,
2015,140101,140143011,L2xaWytfdAR,07,21,
2015,140101,140143011,L2xaWytfdAR,08,21,
2015,140101,140143011,L2xaWytfdAR,09,21,
2015,140101,140143011,L2xaWytfdAR,10,21,
2015,140101,140143011,L2xaWytfdAR,11,21,
2015,140101,140143011,L2xaWytfdAR,12,21,
2015,140101,140143012,zEmVJjRyEPc,04,21,
2015,140101,140143012,zEmVJjRyEPc,05,21,
2015,140101,140143012,zEmVJjRyEPc,06,21,
2015,140101,140143012,zEmVJjRyEPc,07,21,
2015,140101,140143012,zEmVJjRyEPc,08,21,
2015,140101,140143012,zEmVJjRyEPc,09,21,
2015,140101,140143012,zEmVJjRyEPc,10,21,
2015,140101,140143012,zEmVJjRyEPc,11,21,
2015,140101,140143012,zEmVJjRyEPc,12,21,
2015,140101,140143015,JJl6BaGvcw7,04,21,
2015,140101,140143015,JJl6BaGvcw7,05,21,
2015,140101,140143015,JJl6BaGvcw7,06,21,
2015,140101,140143015,JJl6BaGvcw7,07,21,
2015,140101,140143015,JJl6BaGvcw7,08,21,
2015,140101,140143015,JJl6BaGvcw7,09,21,
2015,140101,140143015,JJl6BaGvcw7,10,21,
2015,140101,140143015,JJl6BaGvcw7,11,21,
2015,140101,140143017,VqsRIE1loCQ,04,21,
2015,140101,140143017,VqsRIE1loCQ,05,21,
2015,140101,140143017,VqsRIE1loCQ,06,21,
2015,140101,140143017,VqsRIE1loCQ,07,21,
2015,140101,140143017,VqsRIE1loCQ,08,21,
2015,140101,140143017,VqsRIE1loCQ,10,21,
2015,140101,140143017,VqsRIE1loCQ,11,21,
2015,140101,140143017,VqsRIE1loCQ,12,21,
2015,140101,140143020,MFRUmfVCReY,04,21,
2015,140101,140143020,MFRUmfVCReY,05,21,
2015,140101,140143020,MFRUmfVCReY,06,21,
2015,140101,140143020,MFRUmfVCReY,07,21,
2015,140101,140143020,MFRUmfVCReY,08,21,
2015,140101,140143020,MFRUmfVCReY,09,21,
2015,140101,140143020,MFRUmfVCReY,10,21,
2015,140101,140143020,MFRUmfVCReY,11,21,
2015,140101,140143020,MFRUmfVCReY,12,21,
2015,140101,140143021,BWwLje8ptbw,04,21,
2015,140101,140143021,BWwLje8ptbw,05,21,
2015,140101,140143021,BWwLje8ptbw,06,21,
2015,140101,140143021,BWwLje8ptbw,07,21,
2015,140101,140143021,BWwLje8ptbw,09,21,
2015,140101,140143021,BWwLje8ptbw,10,21,
2015,140101,140143021,BWwLje8ptbw,11,21,
2015,140101,140143021,BWwLje8ptbw,12,21,
2015,140101,140143022,ZQX8ESbC8NX,04,21,
2015,140101,140143022,ZQX8ESbC8NX,05,21,
2015,140101,140143022,ZQX8ESbC8NX,06,21,
2015,140101,140143022,ZQX8ESbC8NX,07,21,
2015,140101,140143022,ZQX8ESbC8NX,08,21,
2015,140101,140143022,ZQX8ESbC8NX,09,21,
2015,140101,140143022,ZQX8ESbC8NX,10,21,
2015,140101,140143022,ZQX8ESbC8NX,11,21,
2015,140101,140143022,ZQX8ESbC8NX,12,21,
2015,140101,140143023,GavUaxRjGf3,04,21,
2015,140101,140143023,GavUaxRjGf3,05,21,
2015,140101,140143023,GavUaxRjGf3,06,21,
2015,140101,140143023,GavUaxRjGf3,07,21,
2015,140101,140143023,GavUaxRjGf3,08,21,
2015,140101,140143023,GavUaxRjGf3,10,21,
2015,140101,140143024,z8mVjkutPE9,04,21,
2015,140101,140143024,z8mVjkutPE9,05,21,
2015,140101,140143024,z8mVjkutPE9,06,21,
2015,140101,140143024,z8mVjkutPE9,07,21,
2015,140101,140143024,z8mVjkutPE9,08,21,
2015,140101,140143024,z8mVjkutPE9,09,21,
2015,140101,140143024,z8mVjkutPE9,10,21,
2015,140101,140143024,z8mVjkutPE9,11,21,
2015,140101,140143024,z8mVjkutPE9,12,21,
2015,140101,140143031,LBvJgu2ZaXG,04,21,
2015,140101,140143031,LBvJgu2ZaXG,05,21,
2015,140101,140143031,LBvJgu2ZaXG,06,21,
2015,140101,140143031,LBvJgu2ZaXG,07,21,
2015,140101,140143031,LBvJgu2ZaXG,08,21,
2015,140101,140143031,LBvJgu2ZaXG,09,21,
2015,140101,140143031,LBvJgu2ZaXG,10,21,
2015,140101,140143031,LBvJgu2ZaXG,11,21,
2015,140101,140143031,LBvJgu2ZaXG,12,21,
2015,140101,140143032,cJdPC1YxhjD,04,21,
2015,140101,140143032,cJdPC1YxhjD,05,21,
2015,140101,140143032,cJdPC1YxhjD,06,21,
2015,140101,140143032,cJdPC1YxhjD,07,21,
2015,140101,140143032,cJdPC1YxhjD,08,21,
2015,140101,140143032,cJdPC1YxhjD,09,21,
2015,140101,140143032,cJdPC1YxhjD,11,21,
2015,140101,140143032,cJdPC1YxhjD,12,21,
2015,140101,140143035,oDsbm4oZos4,04,21,
2015,140101,140143035,oDsbm4oZos4,05,21,
2015,140101,140143035,oDsbm4oZos4,06,21,
2015,140101,140143035,oDsbm4oZos4,07,21,
2015,140101,140143035,oDsbm4oZos4,08,21,
2015,140101,140143035,oDsbm4oZos4,09,21,
2015,140101,140143035,oDsbm4oZos4,10,21,
2015,140101,140143035,oDsbm4oZos4,11,21,
2015,140101,140143035,oDsbm4oZos4,12,21,
2015,140101,140151018,IWe99bOpKub,04,21,
2015,140101,140151018,IWe99bOpKub,06,21,
2015,140101,140151018,IWe99bOpKub,07,21,
2015,140101,140151018,IWe99bOpKub,08,21,
2015,140101,140151018,IWe99bOpKub,09,21,
2015,140101,140151018,IWe99bOpKub,10,21,
2015,140101,140151018,IWe99bOpKub,11,21,
2015,140101,140151018,IWe99bOpKub,12,21,
2015,140101,140151033,aRsA54WtBqi,04,21,
2015,140101,140151033,aRsA54WtBqi,05,21,
2015,140101,140151033,aRsA54WtBqi,06,21,
2015,140101,140151033,aRsA54WtBqi,07,21,
2015,140101,140151033,aRsA54WtBqi,08,21,
2015,140101,140151033,aRsA54WtBqi,09,21,
2015,140101,140151033,aRsA54WtBqi,10,21,
2015,140101,140151033,aRsA54WtBqi,11,21,
2015,140101,140151033,aRsA54WtBqi,12,21,
2015,140201,140241001,RGKg6HE7ZSG,05,21,
2015,140201,140241001,RGKg6HE7ZSG,06,21,
2015,140201,140241001,RGKg6HE7ZSG,07,21,
2015,140201,140241001,RGKg6HE7ZSG,08,21,
2015,140201,140241001,RGKg6HE7ZSG,09,21,
2015,140201,140241001,RGKg6HE7ZSG,10,21,
2015,140201,140241001,RGKg6HE7ZSG,11,21,
2015,140201,140241001,RGKg6HE7ZSG,12,21,
2015,140201,140251002,ffDOGpTyJVl,05,21,
2015,140201,140251002,ffDOGpTyJVl,06,21,
2015,140201,140251002,ffDOGpTyJVl,07,21,
2015,140201,140251002,ffDOGpTyJVl,08,21,
2015,140201,140251002,ffDOGpTyJVl,09,21,
2015,140201,140251002,ffDOGpTyJVl,10,21,
2015,140201,140251002,ffDOGpTyJVl,11,21,
2015,140201,140251002,ffDOGpTyJVl,12,21,
2015,140202,140241003,WsW8x93bngY,05,21,
2015,140202,140241003,WsW8x93bngY,06,21,
2015,140202,140241003,WsW8x93bngY,07,21,
2015,140202,140241003,WsW8x93bngY,08,21,
2015,140202,140241003,WsW8x93bngY,09,21,
2015,140202,140241003,WsW8x93bngY,10,21,
2015,140202,140241003,WsW8x93bngY,11,21,
2015,140202,140241003,WsW8x93bngY,12,21,
2015,140202,140242039,vah4JvtASyi,06,21,
2015,140202,140242039,vah4JvtASyi,07,21,
2015,140202,140242039,vah4JvtASyi,08,21,
2015,140202,140242039,vah4JvtASyi,09,21,
2015,140202,140242039,vah4JvtASyi,10,21,
2015,140202,140242039,vah4JvtASyi,11,21,
2015,140202,140242045,VoqM5lO8CP7,06,21,
2015,140202,140242045,VoqM5lO8CP7,07,21,
2015,140202,140242045,VoqM5lO8CP7,08,21,
2015,140202,140242045,VoqM5lO8CP7,09,21,
2015,140202,140242045,VoqM5lO8CP7,10,21,
2015,140202,140242045,VoqM5lO8CP7,11,21,
2015,140202,140251046,xkvqwAPIij4,05,21,
2015,140202,140251046,xkvqwAPIij4,06,21,
2015,140202,140251046,xkvqwAPIij4,07,21,
2015,140202,140251046,xkvqwAPIij4,08,21,
2015,140202,140251046,xkvqwAPIij4,09,21,
2015,140202,140251046,xkvqwAPIij4,10,21,
2015,140202,140251046,xkvqwAPIij4,11,21,
2015,140202,140251046,xkvqwAPIij4,12,21,
2015,140202,140252037,BfHsWnx18I5,10,21,
2015,140203,140241004,Xu8iuR7SlEW,05,21,
2015,140203,140241004,Xu8iuR7SlEW,06,21,
2015,140203,140241004,Xu8iuR7SlEW,07,21,
2015,140203,140241004,Xu8iuR7SlEW,08,21,
2015,140203,140241004,Xu8iuR7SlEW,09,21,
2015,140203,140241004,Xu8iuR7SlEW,10,21,
2015,140203,140241004,Xu8iuR7SlEW,11,21,
2015,140203,140241004,Xu8iuR7SlEW,12,21,
2015,140203,140251005,BrLdZzS0Vac,05,21,0
2015,140203,140251005,BrLdZzS0Vac,06,21,
2015,140203,140251005,BrLdZzS0Vac,07,21,
2015,140203,140251005,BrLdZzS0Vac,08,21,
2015,140203,140251005,BrLdZzS0Vac,09,21,
2015,140203,140251005,BrLdZzS0Vac,10,21,
2015,140203,140251005,BrLdZzS0Vac,11,21,
2015,140203,140251005,BrLdZzS0Vac,12,21,
2015,140204,140241006,m9aPqKNEukp,05,21,
2015,140204,140241006,m9aPqKNEukp,06,21,
2015,140204,140241006,m9aPqKNEukp,07,21,
2015,140204,140241006,m9aPqKNEukp,08,21,
2015,140204,140241006,m9aPqKNEukp,09,21,
2015,140204,140241006,m9aPqKNEukp,10,21,
2015,140204,140241006,m9aPqKNEukp,11,21,
2015,140204,140241006,m9aPqKNEukp,12,21,
2015,140204,140251007,LiuyBKf0TNX,05,21,
2015,140204,140251007,LiuyBKf0TNX,06,21,
2015,140204,140251007,LiuyBKf0TNX,07,21,
2015,140204,140251007,LiuyBKf0TNX,08,21,
2015,140204,140251007,LiuyBKf0TNX,09,21,
2015,140204,140251007,LiuyBKf0TNX,10,21,
2015,140204,140251007,LiuyBKf0TNX,11,21,
2015,140204,140251007,LiuyBKf0TNX,12,21,
2015,140204,140251008,Omo8ijUE22U,05,21,
2015,140204,140251008,Omo8ijUE22U,06,21,
2015,140204,140251008,Omo8ijUE22U,07,21,
2015,140204,140251008,Omo8ijUE22U,08,21,
2015,140204,140251008,Omo8ijUE22U,09,21,
2015,140204,140251008,Omo8ijUE22U,10,21,
2015,140204,140251008,Omo8ijUE22U,11,21,
2015,140204,140251008,Omo8ijUE22U,12,21,
2015,140205,140241009,vMxRPHouayk,05,21,
2015,140205,140241009,vMxRPHouayk,06,21,
2015,140205,140241009,vMxRPHouayk,07,21,
2015,140205,140241009,vMxRPHouayk,08,21,
2015,140205,140241009,vMxRPHouayk,09,21,
2015,140205,140241009,vMxRPHouayk,10,21,
2015,140205,140241009,vMxRPHouayk,11,21,
2015,140205,140241009,vMxRPHouayk,12,21,
2015,140205,140241010,mVfYSy6wpog,05,21,
2015,140205,140241010,mVfYSy6wpog,06,21,
2015,140205,140241010,mVfYSy6wpog,07,21,
2015,140205,140241010,mVfYSy6wpog,08,21,
2015,140205,140241010,mVfYSy6wpog,09,21,
2015,140205,140241010,mVfYSy6wpog,10,21,
2015,140205,140241010,mVfYSy6wpog,11,21,
2015,140205,140241010,mVfYSy6wpog,12,21,
2015,140206,140241011,DNxvxgDFoOw,05,21,
2015,140206,140241011,DNxvxgDFoOw,06,21,
2015,140206,140241011,DNxvxgDFoOw,07,21,
2015,140206,140241011,DNxvxgDFoOw,08,21,
2015,140206,140241011,DNxvxgDFoOw,09,21,
2015,140206,140241011,DNxvxgDFoOw,10,21,
2015,140206,140241011,DNxvxgDFoOw,11,21,
2015,140206,140241011,DNxvxgDFoOw,12,21,
2015,140207,140241012,syopHjJFZIK,05,21,
2015,140207,140241012,syopHjJFZIK,07,21,
2015,140207,140241012,syopHjJFZIK,08,21,
2015,140207,140241012,syopHjJFZIK,09,21,
2015,140207,140241012,syopHjJFZIK,10,21,
2015,140207,140241012,syopHjJFZIK,11,21,
2015,140207,140241012,syopHjJFZIK,12,21,
2015,140207,140241013,rK7joGtJucd,05,21,
2015,140207,140241013,rK7joGtJucd,06,21,
2015,140207,140241013,rK7joGtJucd,07,21,
2015,140207,140241013,rK7joGtJucd,08,21,
2015,140207,140241013,rK7joGtJucd,09,21,
2015,140207,140241013,rK7joGtJucd,10,21,
2015,140207,140241013,rK7joGtJucd,11,21,
2015,140207,140241013,rK7joGtJucd,12,21,
2015,140207,140242035,cATC3rq9ltJ,06,21,
2015,140207,140242035,cATC3rq9ltJ,09,21,
2015,140207,140242035,cATC3rq9ltJ,10,21,
2015,140207,140242035,cATC3rq9ltJ,11,21,
2015,140207,140242047,lNuNJAGmvlo,06,21,
2015,140207,140242047,lNuNJAGmvlo,07,21,
2015,140207,140242047,lNuNJAGmvlo,08,21,
2015,140207,140242047,lNuNJAGmvlo,09,21,
2015,140207,140242047,lNuNJAGmvlo,10,21,
2015,140207,140242047,lNuNJAGmvlo,11,21,
2015,140208,140241014,gGKrz0RU2ZU,05,21,
2015,140208,140241014,gGKrz0RU2ZU,07,21,
2015,140208,140241014,gGKrz0RU2ZU,08,21,
2015,140208,140241014,gGKrz0RU2ZU,09,21,
2015,140208,140241014,gGKrz0RU2ZU,10,21,
2015,140208,140241014,gGKrz0RU2ZU,11,21,
2015,140208,140241014,gGKrz0RU2ZU,12,21,
2015,140208,140251015,O2wcpAFFmxr,05,21,
2015,140208,140251015,O2wcpAFFmxr,07,21,
2015,140208,140251015,O2wcpAFFmxr,08,21,
2015,140208,140251015,O2wcpAFFmxr,09,21,
2015,140208,140251015,O2wcpAFFmxr,10,21,
2015,140208,140251015,O2wcpAFFmxr,11,21,
2015,140208,140251015,O2wcpAFFmxr,12,21,
2015,140209,140241016,yfkcKHx7Br1,05,21,
2015,140209,140241016,yfkcKHx7Br1,06,21,
2015,140209,140241016,yfkcKHx7Br1,07,21,
2015,140209,140241016,yfkcKHx7Br1,08,21,
2015,140209,140241016,yfkcKHx7Br1,09,21,
2015,140209,140241016,yfkcKHx7Br1,10,21,
2015,140209,140241016,yfkcKHx7Br1,11,21,
2015,140209,140241016,yfkcKHx7Br1,12,21,
2015,140209,140251017,grHoksAISVs,05,21,
2015,140209,140251017,grHoksAISVs,06,21,
2015,140209,140251017,grHoksAISVs,07,21,
2015,140209,140251017,grHoksAISVs,08,21,
2015,140209,140251017,grHoksAISVs,09,21,
2015,140209,140251017,grHoksAISVs,10,21,
2015,140209,140251017,grHoksAISVs,11,21,
2015,140209,140251017,grHoksAISVs,12,21,
2015,140210,140241018,PGJIXj46d8g,05,21,
2015,140210,140241018,PGJIXj46d8g,06,21,
2015,140210,140241018,PGJIXj46d8g,07,21,
2015,140210,140241018,PGJIXj46d8g,08,21,
2015,140210,140241018,PGJIXj46d8g,09,21,
2015,140210,140241018,PGJIXj46d8g,10,21,
2015,140210,140241018,PGJIXj46d8g,11,21,
2015,140210,140241018,PGJIXj46d8g,12,21,
2015,140210,140241019,yyp32qpX2iS,05,21,
2015,140210,140241019,yyp32qpX2iS,06,21,
2015,140210,140241019,yyp32qpX2iS,07,21,
2015,140210,140241019,yyp32qpX2iS,08,21,
2015,140210,140241019,yyp32qpX2iS,09,21,
2015,140210,140241019,yyp32qpX2iS,10,21,
2015,140210,140241019,yyp32qpX2iS,11,21,
2015,140210,140241019,yyp32qpX2iS,12,21,
2015,140211,140241020,ceAlbNZx47x,05,21,
2015,140211,140241020,ceAlbNZx47x,06,21,
2015,140211,140241020,ceAlbNZx47x,07,21,
2015,140211,140241020,ceAlbNZx47x,08,21,
2015,140211,140241020,ceAlbNZx47x,09,21,
2015,140211,140241020,ceAlbNZx47x,10,21,
2015,140211,140241020,ceAlbNZx47x,11,21,
2015,140211,140241020,ceAlbNZx47x,12,21,
2015,140212,140241021,umHHI3bzB5v,05,21,
2015,140212,140241021,umHHI3bzB5v,06,21,
2015,140212,140241021,umHHI3bzB5v,07,21,
2015,140212,140241021,umHHI3bzB5v,08,21,
2015,140212,140241021,umHHI3bzB5v,09,21,
2015,140212,140241021,umHHI3bzB5v,10,21,
2015,140212,140241021,umHHI3bzB5v,11,21,
2015,140212,140241021,umHHI3bzB5v,12,21,
2015,140213,140241022,Ka952YalStQ,05,21,
2015,140213,140241022,Ka952YalStQ,06,21,
2015,140213,140241022,Ka952YalStQ,07,21,
2015,140213,140241022,Ka952YalStQ,08,21,
2015,140213,140241022,Ka952YalStQ,09,21,
2015,140213,140241022,Ka952YalStQ,10,21,
2015,140213,140241022,Ka952YalStQ,11,21,
2015,140213,140241022,Ka952YalStQ,12,21,
2015,140213,140241049,nYagvkPXAUe,09,21,
2015,140213,140241049,nYagvkPXAUe,10,21,
2015,140213,140241049,nYagvkPXAUe,11,21,
2015,140213,140241049,nYagvkPXAUe,12,21,
2015,140213,140242038,qAPxRKFzAHn,06,21,
2015,140213,140242038,qAPxRKFzAHn,07,21,
2015,140213,140242038,qAPxRKFzAHn,09,21,
2015,140213,140242038,qAPxRKFzAHn,11,21,
2015,140214,140241023,xz4NpPmopiQ,05,21,
2015,140214,140241023,xz4NpPmopiQ,06,21,
2015,140214,140241023,xz4NpPmopiQ,07,21,
2015,140214,140241023,xz4NpPmopiQ,08,21,
2015,140214,140241023,xz4NpPmopiQ,09,21,
2015,140214,140241023,xz4NpPmopiQ,10,21,
2015,140214,140241023,xz4NpPmopiQ,11,21,
2015,140214,140241023,xz4NpPmopiQ,12,21,
2015,140214,140251024,EekGpf0NPtE,05,21,
2015,140214,140251024,EekGpf0NPtE,06,21,
2015,140214,140251024,EekGpf0NPtE,07,21,
2015,140214,140251024,EekGpf0NPtE,08,21,
2015,140214,140251024,EekGpf0NPtE,09,21,
2015,140214,140251024,EekGpf0NPtE,10,21,
2015,140214,140251024,EekGpf0NPtE,11,21,
2015,140214,140251024,EekGpf0NPtE,12,21,
2015,140215,140241025,V7BMWBR9acn,05,21,
2015,140215,140241025,V7BMWBR9acn,06,21,
2015,140215,140241025,V7BMWBR9acn,07,21,
2015,140215,140241025,V7BMWBR9acn,08,21,
2015,140215,140241025,V7BMWBR9acn,09,21,
2015,140215,140241025,V7BMWBR9acn,10,21,
2015,140215,140241025,V7BMWBR9acn,11,21,
2015,140215,140241025,V7BMWBR9acn,12,21,
2015,140215,140252048,zMqJi3lDLmo,09,21,
2015,140216,140241026,gcYauOSmtDf,05,21,
2015,140216,140241026,gcYauOSmtDf,06,21,
2015,140216,140241026,gcYauOSmtDf,07,21,
2015,140216,140241026,gcYauOSmtDf,08,21,
2015,140216,140241026,gcYauOSmtDf,09,21,
2015,140216,140241026,gcYauOSmtDf,10,21,
2015,140216,140241026,gcYauOSmtDf,11,21,
2015,140216,140241026,gcYauOSmtDf,12,21,
2015,140217,140241027,tQGsRKQvfei,05,21,
2015,140217,140241027,tQGsRKQvfei,06,21,
2015,140217,140241027,tQGsRKQvfei,07,21,
2015,140217,140241027,tQGsRKQvfei,08,21,
2015,140217,140241027,tQGsRKQvfei,09,21,
2015,140217,140241027,tQGsRKQvfei,10,21,
2015,140217,140241027,tQGsRKQvfei,11,21,
2015,140217,140241027,tQGsRKQvfei,12,21,
2015,140217,140251028,AOix6d9XVRU,05,21,
2015,140217,140251028,AOix6d9XVRU,07,21,
2015,140217,140251028,AOix6d9XVRU,08,21,
2015,140217,140251028,AOix6d9XVRU,09,21,
2015,140217,140251028,AOix6d9XVRU,10,21,
2015,140217,140251028,AOix6d9XVRU,11,21,
2015,140217,140251028,AOix6d9XVRU,12,21,
2015,140217,140251029,Y5yv9FrTLNU,05,21,
2015,140217,140251029,Y5yv9FrTLNU,06,21,
2015,140217,140251029,Y5yv9FrTLNU,07,21,
2015,140217,140251029,Y5yv9FrTLNU,08,21,
2015,140217,140251029,Y5yv9FrTLNU,09,21,
2015,140217,140251029,Y5yv9FrTLNU,10,21,
2015,140217,140251029,Y5yv9FrTLNU,11,21,
2015,140217,140251029,Y5yv9FrTLNU,12,21,
2015,140218,140241030,pAyZQqedVcc,05,21,
2015,140218,140241030,pAyZQqedVcc,06,21,
2015,140218,140241030,pAyZQqedVcc,07,21,
2015,140218,140241030,pAyZQqedVcc,08,21,
2015,140218,140241030,pAyZQqedVcc,09,21,
2015,140218,140241030,pAyZQqedVcc,10,21,
2015,140218,140241030,pAyZQqedVcc,11,21,
2015,140218,140241030,pAyZQqedVcc,12,21,
2015,140218,140251031,VoqM5lO8CP7,05,21,
2015,140218,140251031,VoqM5lO8CP7,06,21,
2015,140218,140251031,VoqM5lO8CP7,07,21,
2015,140218,140251031,VoqM5lO8CP7,08,21,
2015,140218,140251031,VoqM5lO8CP7,09,21,
2015,140218,140251031,VoqM5lO8CP7,10,21,
2015,140218,140251031,VoqM5lO8CP7,12,21,
2015,140218,140252036,HRAbgAZkUoe,11,21,
2015,140218,140252036,HRAbgAZkUoe,12,21,
2015,140218,140252044,Mvde0PrmlSp,07,21,
2015,140218,140252044,Mvde0PrmlSp,09,21,
2015,140218,140252044,Mvde0PrmlSp,10,21,
2015,140218,140252044,Mvde0PrmlSp,11,21,
2015,140219,140241032,rIZFnbprg9P,05,21,
2015,140219,140241032,rIZFnbprg9P,06,21,
2015,140219,140241032,rIZFnbprg9P,07,21,
2015,140219,140241032,rIZFnbprg9P,08,21,
2015,140219,140241032,rIZFnbprg9P,09,21,
2015,140219,140241032,rIZFnbprg9P,10,21,
2015,140219,140241032,rIZFnbprg9P,11,21,
2015,140219,140241032,rIZFnbprg9P,12,21,
2015,140219,140251033,VW9Oesm2oY4,05,21,
2015,140219,140251033,VW9Oesm2oY4,07,21,
2015,140219,140251033,VW9Oesm2oY4,08,21,
2015,140219,140251033,VW9Oesm2oY4,09,21,
2015,140219,140251033,VW9Oesm2oY4,10,21,
2015,140219,140251033,VW9Oesm2oY4,11,21,
2015,140219,140251033,VW9Oesm2oY4,12,21,
2015,140220,140241034,F5J39wD0GUH,05,21,
2015,140220,140241034,F5J39wD0GUH,06,21,
2015,140220,140241034,F5J39wD0GUH,07,21,
2015,140220,140241034,F5J39wD0GUH,08,21,
2015,140220,140241034,F5J39wD0GUH,09,21,
2015,140220,140241034,F5J39wD0GUH,11,21,
2015,140220,140241034,F5J39wD0GUH,12,21,
2015,140220,140251043,DM9GbiLPuOT,05,21,
2015,140220,140251043,DM9GbiLPuOT,06,21,
